,ID,DateRun,AvgAge,HEX_OID
0,188509,10/20/2016,38.284,1
1,188510,10/20/2016,44.71,2
2,188511,10/20/2016,44.88,3
3,188512,10/20/2016,36.04,4
4,188513,10/20/2016,64.855,6
5,188514,10/20/2016,4.76,8
6,188515,10/20/2016,42.84,15
7,188516,10/20/2016,30.94,18
8,188517,10/20/2016,25.84,19
9,188518,10/20/2016,29.33714286,20
10,188519,10/20/2016,32.18666667,23
11,188520,10/20/2016,63.92,28
12,188521,10/20/2016,25.61333333,29
13,188522,10/20/2016,32.81,30
14,188523,10/20/2016,11.152,32
15,188524,10/20/2016,25.16,33
16,188525,10/20/2016,51.45333333,35
17,188526,10/20/2016,50.66,39
18,188527,10/20/2016,43.63333333,41
19,188528,10/20/2016,28.832,42
20,188529,10/20/2016,48.28,43
21,188530,10/20/2016,16.32,44
22,188531,10/20/2016,46.24,45
23,188532,10/20/2016,2.72,46
24,188533,10/20/2016,5.44,48
25,188534,10/20/2016,48.28,52
26,188535,10/20/2016,5.44,57
27,188536,10/20/2016,35.13333333,58
28,188537,10/20/2016,40.12,59
29,188538,10/20/2016,40.97,60
30,188539,10/20/2016,12.104,62
31,188540,10/20/2016,61.2,63
32,188541,10/20/2016,10.2,64
33,188542,10/20/2016,23.21714286,69
34,188543,10/20/2016,64.14666667,70
35,188544,10/20/2016,102.0,71
36,188545,10/20/2016,18.36,72
37,188546,10/20/2016,25.16,74
38,188547,10/20/2016,128.52,75
39,188548,10/20/2016,134.64,82
40,188549,10/20/2016,47.82666667,83
41,188550,10/20/2016,9.422857143,87
42,188551,10/20/2016,20.06,90
43,188552,10/20/2016,55.76,92
44,188553,10/20/2016,75.70666667,95
45,188554,10/20/2016,63.46666667,96
46,188555,10/20/2016,48.28,97
47,188556,10/20/2016,136.0,98
48,188557,10/20/2016,153.0,101
49,188558,10/20/2016,55.45777778,102
50,188559,10/20/2016,30.6,103
51,188560,10/20/2016,95.2,105
52,188561,10/20/2016,10.88,106
53,188562,10/20/2016,19.72,107
54,188563,10/20/2016,6.8,108
55,188564,10/20/2016,1.87,109
56,188565,10/20/2016,13.94,111
57,188566,10/20/2016,5.78,112
58,188567,10/20/2016,97.46666667,114
59,188568,10/20/2016,4.76,116
60,188569,10/20/2016,8.84,117
61,188570,10/20/2016,37.15272727,119
62,188571,10/20/2016,89.08,124
63,188572,10/20/2016,122.1733333,125
64,188573,10/20/2016,49.09268293,126
65,188574,10/20/2016,75.02666667,127
66,188575,10/20/2016,27.39428571,129
67,188576,10/20/2016,39.44,130
