,ID,DateRun,AvgAge,HEX_OID
0,314961,12/16/2016,37.10857143,1
1,314962,12/16/2016,13.872,2
2,314963,12/16/2016,47.26,3
3,314964,12/16/2016,77.52,4
4,314965,12/16/2016,26.69,6
5,314966,12/16/2016,43.52,8
6,314967,12/16/2016,6.12,9
7,314968,12/16/2016,5.44,12
8,314969,12/16/2016,18.36,13
9,314970,12/16/2016,81.6,15
10,314971,12/16/2016,69.7,18
11,314972,12/16/2016,31.28,19
12,314973,12/16/2016,50.32,20
13,314974,12/16/2016,36.38,23
14,314975,12/16/2016,12.24,24
15,314976,12/16/2016,4.08,26
16,314977,12/16/2016,27.88,27
17,314978,12/16/2016,62.56,28
18,314979,12/16/2016,40.528,29
19,314980,12/16/2016,37.944,30
20,314981,12/16/2016,23.21714286,32
21,314982,12/16/2016,6.46,33
22,314983,12/16/2016,23.12,41
23,314984,12/16/2016,41.48,42
24,314985,12/16/2016,55.08,44
25,314986,12/16/2016,41.48,46
26,314987,12/16/2016,37.4,51
27,314988,12/16/2016,32.64,52
28,314989,12/16/2016,35.224,58
29,314990,12/16/2016,58.48,59
30,314991,12/16/2016,12.92,60
31,314992,12/16/2016,8.84,62
32,314993,12/16/2016,4.986666667,63
33,314994,12/16/2016,24.65,69
34,314995,12/16/2016,34.0,70
35,314996,12/16/2016,12.24,71
36,314997,12/16/2016,20.62666667,74
37,314998,12/16/2016,14.62,75
38,314999,12/16/2016,86.58666667,83
39,315000,12/16/2016,10.54,86
40,315001,12/16/2016,2.55,87
41,315002,12/16/2016,40.12,90
42,315003,12/16/2016,20.4,95
43,315004,12/16/2016,27.88,96
44,315005,12/16/2016,61.88,97
45,315006,12/16/2016,35.19,98
46,315007,12/16/2016,43.06666667,102
47,315008,12/16/2016,4.76,103
48,315009,12/16/2016,4.08,106
49,315010,12/16/2016,11.968,108
50,315011,12/16/2016,34.68,109
51,315012,12/16/2016,9.18,111
52,315013,12/16/2016,13.37333333,112
53,315014,12/16/2016,10.65333333,114
54,315015,12/16/2016,19.04,116
55,315016,12/16/2016,62.10666667,119
56,315017,12/16/2016,78.2,125
57,315018,12/16/2016,68.8925,126
58,315019,12/16/2016,20.4,127
59,315020,12/16/2016,31.28,128
60,315021,12/16/2016,51.51,129
61,315022,12/16/2016,46.104,130
62,315023,12/16/2016,48.71272727,131
63,315024,12/16/2016,33.32,132
64,315025,12/16/2016,87.04,133
65,315026,12/16/2016,7.752,135
66,315027,12/16/2016,12.58,136
67,315028,12/16/2016,31.824,137
68,315029,12/16/2016,30.26,139
69,315030,12/16/2016,10.2,140
70,315031,12/16/2016,27.69454545,141
71,315032,12/16/2016,29.24,142
72,315033,12/16/2016,62.56,143
73,315034,12/16/2016,52.496,146
74,315035,12/16/2016,81.6,149
75,315036,12/16/2016,30.872,151
76,315037,12/16/2016,44.2,152
77,315038,12/16/2016,16.54666667,153
78,315039,12/16/2016,38.14181818,154
79,315040,12/16/2016,43.29333333,155
80,315041,12/16/2016,24.48,156
81,315042,12/16/2016,11.22,158
82,315043,12/16/2016,42.33,159
83,315044,12/16/2016,19.04,160
84,315045,12/16/2016,26.52,163
85,315046,12/16/2016,91.8,164
86,315047,12/16/2016,44.42666667,165
87,315048,12/16/2016,46.75,166
88,315049,12/16/2016,10.65333333,167
89,315050,12/16/2016,57.12,168
90,315051,12/16/2016,38.19333333,169
91,315052,12/16/2016,6.8,170
92,315053,12/16/2016,51.22666667,171
93,315054,12/16/2016,44.88,172
94,315055,12/16/2016,21.08,173
95,315056,12/16/2016,26.97333333,181
96,315057,12/16/2016,36.89,182
97,315058,12/16/2016,52.53,183
98,315059,12/16/2016,43.06666667,185
99,315060,12/16/2016,4.08,187
100,315061,12/16/2016,26.52,189
101,315062,12/16/2016,4.533333333,191
102,315063,12/16/2016,45.985,192
103,315064,12/16/2016,38.488,193
104,315065,12/16/2016,6.8,194
105,315066,12/16/2016,0.68,195
106,315067,12/16/2016,28.10666667,197
107,315068,12/16/2016,41.02666667,198
108,315069,12/16/2016,38.08,210
109,315070,12/16/2016,74.29,211
110,315071,12/16/2016,30.6,212
111,315072,12/16/2016,48.416,213
112,315073,12/16/2016,31.824,214
113,315074,12/16/2016,32.98,215
114,315075,12/16/2016,4.76,216
115,315076,12/16/2016,40.12,229
116,315077,12/16/2016,43.13142857,230
117,315078,12/16/2016,50.09333333,231
118,315079,12/16/2016,80.24,236
119,315080,12/16/2016,72.08,238
120,315081,12/16/2016,32.98,240
121,315082,12/16/2016,25.84,244
122,315083,12/16/2016,39.82857143,245
123,315084,12/16/2016,17.0,258
124,315085,12/16/2016,34.55047619,268
125,315086,12/16/2016,6.12,275
126,315087,12/16/2016,4.76,279
127,315088,12/16/2016,40.12,284
128,315089,12/16/2016,5.893333333,293
129,315090,12/16/2016,8.84,295
130,315091,12/16/2016,8.84,309
131,315092,12/16/2016,19.72,326
132,315093,12/16/2016,16.54666667,335
133,315094,12/16/2016,21.216,342
134,315095,12/16/2016,19.38,343
135,315096,12/16/2016,101.32,350
136,315097,12/16/2016,71.4,352
137,315098,12/16/2016,83.64,353
138,315099,12/16/2016,62.9,356
139,315100,12/16/2016,2.72,366
140,315101,12/16/2016,7.82,373
141,315102,12/16/2016,6.12,374
142,315103,12/16/2016,82.96,375
143,315104,12/16/2016,41.14,376
144,315105,12/16/2016,30.6,377
145,315106,12/16/2016,46.07,378
146,315107,12/16/2016,0.68,379
147,315108,12/16/2016,21.08,380
148,315109,12/16/2016,22.44,381
149,315110,12/16/2016,22.44,393
150,315111,12/16/2016,66.64,395
151,315112,12/16/2016,21.76,401
152,315113,12/16/2016,47.96615385,402
153,315114,12/16/2016,12.92,403
154,315115,12/16/2016,15.64,415
155,315116,12/16/2016,50.66,425
156,315117,12/16/2016,52.36,426
157,315118,12/16/2016,57.97,427
158,315119,12/16/2016,46.24,428
159,315120,12/16/2016,11.05,429
160,315121,12/16/2016,29.92,430
161,315122,12/16/2016,53.72,431
162,315123,12/16/2016,49.232,432
163,315124,12/16/2016,33.15,433
164,315125,12/16/2016,74.8,440
165,315126,12/16/2016,65.05333333,450
166,315127,12/16/2016,12.58,451
167,315128,12/16/2016,83.64,452
168,315129,12/16/2016,37.825,453
169,315130,12/16/2016,49.33090909,454
170,315131,12/16/2016,50.32,455
171,315132,12/16/2016,13.77,465
172,315133,12/16/2016,34.0,469
173,315134,12/16/2016,35.02,471
174,315135,12/16/2016,55.08,473
175,315136,12/16/2016,44.42666667,474
176,315137,12/16/2016,33.32,475
177,315138,12/16/2016,31.008,476
178,315139,12/16/2016,57.29,477
179,315140,12/16/2016,66.64,478
180,315141,12/16/2016,34.68,491
181,315142,12/16/2016,25.5,493
182,315143,12/16/2016,55.76,494
183,315144,12/16/2016,35.53,495
184,315145,12/16/2016,49.232,496
185,315146,12/16/2016,4.08,497
186,315147,12/16/2016,17.68,499
187,315148,12/16/2016,4.08,505
188,315149,12/16/2016,2.72,507
189,315150,12/16/2016,42.22181818,510
190,315151,12/16/2016,34.68,511
191,315152,12/16/2016,37.264,512
192,315153,12/16/2016,42.16,513
193,315154,12/16/2016,38.17714286,514
194,315155,12/16/2016,58.14,515
195,315156,12/16/2016,24.93333333,516
196,315157,12/16/2016,60.52,517
197,315158,12/16/2016,29.69333333,519
198,315159,12/16/2016,57.12,520
199,315160,12/16/2016,40.57333333,536
200,315161,12/16/2016,42.16,539
201,315162,12/16/2016,16.864,541
202,315163,12/16/2016,61.2,542
203,315164,12/16/2016,32.52666667,546
204,315165,12/16/2016,26.74666667,547
205,315166,12/16/2016,22.44,549
206,315167,12/16/2016,55.76,550
207,315168,12/16/2016,15.64,551
208,315169,12/16/2016,35.81333333,552
