,ID,DateRun,AvgAge,HEX_OID
0,242987,11/13/2016,44.2,1
1,242988,11/13/2016,22.95,2
2,242989,11/13/2016,61.2,3
3,242990,11/13/2016,52.36,4
4,242991,11/13/2016,48.84666667,6
5,242992,11/13/2016,21.08,8
6,242993,11/13/2016,59.16,15
7,242994,11/13/2016,47.26,18
8,242995,11/13/2016,18.36,19
9,242996,11/13/2016,36.87111111,20
10,242997,11/13/2016,10.2,22
11,242998,11/13/2016,16.32,23
12,242999,11/13/2016,5.44,27
13,243000,11/13/2016,58.93333333,28
14,243001,11/13/2016,41.93333333,29
15,243002,11/13/2016,49.13,30
16,243003,11/13/2016,27.54,32
17,243004,11/13/2016,61.88,33
18,243005,11/13/2016,62.9,35
19,243006,11/13/2016,46.24,39
20,243007,11/13/2016,15.3,41
21,243008,11/13/2016,35.19,42
22,243009,11/13/2016,32.64,44
23,243010,11/13/2016,51.68,45
24,243011,11/13/2016,19.04,46
25,243012,11/13/2016,21.76,48
26,243013,11/13/2016,7.48,49
27,243014,11/13/2016,10.88,51
28,243015,11/13/2016,37.4,52
29,243016,11/13/2016,17.0,58
30,243017,11/13/2016,51.90666667,59
31,243018,11/13/2016,29.58,60
32,243019,11/13/2016,23.12,62
33,243020,11/13/2016,33.09333333,69
34,243021,11/13/2016,24.48,70
35,243022,11/13/2016,2.72,71
36,243023,11/13/2016,34.68,72
37,243024,11/13/2016,15.41333333,74
38,243025,11/13/2016,10.88,75
39,243026,11/13/2016,64.14666667,83
40,243027,11/13/2016,17.34,87
41,243028,11/13/2016,9.293333333,90
42,243029,11/13/2016,30.6,92
43,243030,11/13/2016,38.08,95
44,243031,11/13/2016,79.016,96
45,243032,11/13/2016,39.44,97
46,243033,11/13/2016,20.4,98
47,243034,11/13/2016,52.615,102
48,243035,11/13/2016,22.916,103
49,243036,11/13/2016,36.04,107
50,243037,11/13/2016,18.81333333,108
51,243038,11/13/2016,12.41,109
52,243039,11/13/2016,1.36,111
53,243040,11/13/2016,9.52,112
54,243041,11/13/2016,116.28,114
55,243042,11/13/2016,4.76,116
56,243043,11/13/2016,17.34,117
57,243044,11/13/2016,37.315,119
58,243045,11/13/2016,105.4,124
59,243046,11/13/2016,55.76,125
60,243047,11/13/2016,60.64592593,126
61,243048,11/13/2016,40.8,127
62,243049,11/13/2016,8.84,128
63,243050,11/13/2016,36.176,129
64,243051,11/13/2016,39.66666667,130
65,243052,11/13/2016,49.69230769,131
66,243053,11/13/2016,55.64666667,132
67,243054,11/13/2016,84.09333333,133
68,243055,11/13/2016,16.83,135
69,243056,11/13/2016,32.98,136
70,243057,11/13/2016,28.73,137
71,243058,11/13/2016,36.72,139
