,ID,DateRun,AvgAge,HEX_OID
0,251942,11/17/2016,28.815,1
1,251943,11/17/2016,27.65333333,2
2,251944,11/17/2016,63.92,3
3,251945,11/17/2016,55.08,4
4,251946,11/17/2016,51.56666667,6
5,251947,11/17/2016,23.8,8
6,251948,11/17/2016,61.88,15
7,251949,11/17/2016,49.98,18
8,251950,11/17/2016,21.08,19
9,251951,11/17/2016,39.59111111,20
10,251952,11/17/2016,12.92,22
11,251953,11/17/2016,13.03333333,23
12,251954,11/17/2016,8.16,27
13,251955,11/17/2016,61.65333333,28
14,251956,11/17/2016,44.65333333,29
15,251957,11/17/2016,35.58666667,30
16,251958,11/17/2016,24.616,32
17,251959,11/17/2016,64.6,33
18,251960,11/17/2016,65.62,35
19,251961,11/17/2016,48.96,39
20,251962,11/17/2016,18.02,41
21,251963,11/17/2016,37.91,42
22,251964,11/17/2016,35.36,44
23,251965,11/17/2016,54.4,45
24,251966,11/17/2016,21.76,46
25,251967,11/17/2016,24.48,48
26,251968,11/17/2016,10.2,49
27,251969,11/17/2016,13.6,51
28,251970,11/17/2016,40.12,52
29,251971,11/17/2016,19.72,58
30,251972,11/17/2016,54.62666667,59
31,251973,11/17/2016,32.3,60
32,251974,11/17/2016,16.77333333,62
33,251975,11/17/2016,35.81333333,69
34,251976,11/17/2016,14.28,70
35,251977,11/17/2016,5.44,71
36,251978,11/17/2016,37.4,72
37,251979,11/17/2016,18.13333333,74
38,251980,11/17/2016,8.84,75
39,251981,11/17/2016,66.86666667,83
40,251982,11/17/2016,9.52,90
41,251983,11/17/2016,33.32,92
42,251984,11/17/2016,14.05333333,95
43,251985,11/17/2016,79.56,96
44,251986,11/17/2016,42.16,97
45,251987,11/17/2016,23.12,98
46,251988,11/17/2016,55.335,102
47,251989,11/17/2016,13.39076923,103
48,251990,11/17/2016,1.02,106
49,251991,11/17/2016,38.76,107
50,251992,11/17/2016,21.53333333,108
51,251993,11/17/2016,12.92,109
52,251994,11/17/2016,4.08,111
53,251995,11/17/2016,8.386666667,112
54,251996,11/17/2016,3.808,116
55,251997,11/17/2016,20.06,117
56,251998,11/17/2016,40.035,119
57,251999,11/17/2016,108.12,124
58,252000,11/17/2016,58.48,125
59,252001,11/17/2016,63.34461538,126
60,252002,11/17/2016,0.68,127
61,252003,11/17/2016,11.56,128
62,252004,11/17/2016,38.896,129
63,252005,11/17/2016,42.38666667,130
64,252006,11/17/2016,48.96,131
65,252007,11/17/2016,53.21,132
66,252008,11/17/2016,86.81333333,133
67,252009,11/17/2016,19.55,135
68,252010,11/17/2016,35.7,136
69,252011,11/17/2016,39.89333333,137
70,252012,11/17/2016,39.44,139
71,252013,11/17/2016,25.772,141
72,252014,11/17/2016,32.98,142
73,252015,11/17/2016,42.84,143
74,252016,11/17/2016,62.36571429,146
75,252017,11/17/2016,61.88,149
76,252018,11/17/2016,36.72,151
77,252019,11/17/2016,64.37333333,152
78,252020,11/17/2016,37.06,153
79,252021,11/17/2016,19.72,154
80,252022,11/17/2016,44.2,155
81,252023,11/17/2016,4.76,156
82,252024,11/17/2016,63.58,158
83,252025,11/17/2016,18.36,159
84,252026,11/17/2016,41.14,160
85,252027,11/17/2016,50.41714286,163
86,252028,11/17/2016,28.92266667,164
87,252029,11/17/2016,51.0,165
88,252030,11/17/2016,27.03,166
89,252031,11/17/2016,87.72,167
90,252032,11/17/2016,37.4,168
91,252033,11/17/2016,47.26,169
92,252034,11/17/2016,77.52,170
93,252035,11/17/2016,35.26285714,171
94,252036,11/17/2016,82.05333333,172
95,252037,11/17/2016,1.36,173
96,252038,11/17/2016,48.28,178
97,252039,11/17/2016,9.792,181
98,252040,11/17/2016,46.512,182
99,252041,11/17/2016,42.61333333,183
100,252042,11/17/2016,44.2,185
101,252043,11/17/2016,9.52,189
102,252044,11/17/2016,1.36,191
103,252045,11/17/2016,30.94,192
104,252046,11/17/2016,30.03333333,193
105,252047,11/17/2016,19.04,194
106,252048,11/17/2016,71.4,195
107,252049,11/17/2016,53.04,197
108,252050,11/17/2016,21.30666667,198
109,252051,11/17/2016,18.36,210
110,252052,11/17/2016,62.9,211
111,252053,11/17/2016,33.83,212
112,252054,11/17/2016,37.91,213
113,252055,11/17/2016,52.088,214
114,252056,11/17/2016,44.88,215
115,252057,11/17/2016,29.24,217
116,252058,11/17/2016,12.92,222
117,252059,11/17/2016,25.84,227
118,252060,11/17/2016,50.54666667,229
119,252061,11/17/2016,58.25333333,230
120,252062,11/17/2016,44.54,231
121,252063,11/17/2016,94.52,232
122,252064,11/17/2016,93.16,236
123,252065,11/17/2016,10.2,237
124,252066,11/17/2016,52.36,238
125,252067,11/17/2016,95.2,239
126,252068,11/17/2016,72.30666667,240
127,252069,11/17/2016,70.89,244
128,252070,11/17/2016,38.19333333,245
129,252071,11/17/2016,44.2,249
130,252072,11/17/2016,14.83047619,268
131,252073,11/17/2016,5.44,269
132,252074,11/17/2016,20.4,284
133,252075,11/17/2016,19.72,315
134,252076,11/17/2016,0.68,335
135,252077,11/17/2016,52.36,342
136,252078,11/17/2016,13.6,343
137,252079,11/17/2016,89.76,347
138,252080,11/17/2016,81.6,350
139,252081,11/17/2016,115.4866667,351
140,252082,11/17/2016,51.68,352
141,252083,11/17/2016,46.16444444,353
142,252084,11/17/2016,29.01333333,356
143,252085,11/17/2016,57.12,371
144,252086,11/17/2016,73.1,375
145,252087,11/17/2016,37.62666667,376
146,252088,11/17/2016,27.37,377
147,252089,11/17/2016,46.92,378
148,252090,11/17/2016,75.93333333,379
149,252091,11/17/2016,14.96,380
150,252092,11/17/2016,2.72,381
151,252093,11/17/2016,78.2,389
152,252094,11/17/2016,84.32,393
153,252095,11/17/2016,46.92,395
154,252096,11/17/2016,65.62,401
155,252097,11/17/2016,38.675,402
156,252098,11/17/2016,72.76,403
157,252099,11/17/2016,2.04,405
158,252100,11/17/2016,40.8,416
159,252101,11/17/2016,53.38,425
160,252102,11/17/2016,52.53,426
161,252103,11/17/2016,38.25,427
162,252104,11/17/2016,26.52,428
163,252105,11/17/2016,10.88,429
164,252106,11/17/2016,10.2,430
165,252107,11/17/2016,64.94,431
166,252108,11/17/2016,29.512,432
167,252109,11/17/2016,46.46666667,433
168,252110,11/17/2016,74.8,434
169,252111,11/17/2016,83.096,440
170,252112,11/17/2016,49.3,450
171,252113,11/17/2016,41.48,451
172,252114,11/17/2016,80.75,452
173,252115,11/17/2016,28.99272727,453
174,252116,11/17/2016,51.0425,454
175,252117,11/17/2016,30.6,455
176,252118,11/17/2016,16.32,457
177,252119,11/17/2016,4.76,460
178,252120,11/17/2016,11.56,465
179,252121,11/17/2016,14.28,469
180,252122,11/17/2016,43.21777778,471
181,252123,11/17/2016,35.36,473
182,252124,11/17/2016,57.89714286,474
183,252125,11/17/2016,53.04,475
184,252126,11/17/2016,24.93333333,476
185,252127,11/17/2016,37.57,477
186,252128,11/17/2016,47.94,478
187,252129,11/17/2016,14.96,491
188,252130,11/17/2016,31.28,493
189,252131,11/17/2016,36.04,494
190,252132,11/17/2016,30.94,495
191,252133,11/17/2016,46.14285714,496
192,252134,11/17/2016,6.12,498
193,252135,11/17/2016,4.76,500
194,252136,11/17/2016,10.2,506
195,252137,11/17/2016,41.02666667,510
196,252138,11/17/2016,40.8,511
197,252139,11/17/2016,35.91636364,512
198,252140,11/17/2016,44.608,513
199,252141,11/17/2016,47.50285714,514
200,252142,11/17/2016,77.97333333,515
201,252143,11/17/2016,9.18,516
202,252144,11/17/2016,40.8,517
203,252145,11/17/2016,49.3,519
204,252146,11/17/2016,50.66,520
205,252147,11/17/2016,95.88,521
206,252148,11/17/2016,37.23,532
207,252149,11/17/2016,24.48,536
208,252150,11/17/2016,47.94,539
209,252151,11/17/2016,71.62666667,540
210,252152,11/17/2016,41.99,541
211,252153,11/17/2016,63.46666667,542
212,252154,11/17/2016,35.26285714,546
213,252155,11/17/2016,44.39428571,547
214,252156,11/17/2016,14.62,549
215,252157,11/17/2016,35.36,550
216,252158,11/17/2016,74.8,551
217,252159,11/17/2016,23.23333333,552
218,252160,11/17/2016,51.68,555
219,252161,11/17/2016,44.2,556
220,252162,11/17/2016,10.88,557
221,252163,11/17/2016,2.21,558
222,252164,11/17/2016,0.68,559
223,252165,11/17/2016,45.9,566
224,252166,11/17/2016,58.82,567
225,252167,11/17/2016,88.62666667,568
226,252168,11/17/2016,32.86666667,570
227,252169,11/17/2016,51.87428571,572
228,252170,11/17/2016,47.6,574
229,252171,11/17/2016,51.136,576
230,252172,11/17/2016,19.975,577
231,252173,11/17/2016,77.52,582
232,252174,11/17/2016,38.692,583
233,252175,11/17/2016,63.04571429,584
234,252176,11/17/2016,42.61333333,585
235,252177,11/17/2016,11.56,586
236,252178,11/17/2016,53.72,587
237,252179,11/17/2016,66.64,588
238,252180,11/17/2016,76.53777778,589
239,252181,11/17/2016,55.76,590
240,252182,11/17/2016,46.24,591
241,252183,11/17/2016,45.152,592
242,252184,11/17/2016,22.14857143,593
243,252185,11/17/2016,21.08,594
244,252186,11/17/2016,39.44,595
245,252187,11/17/2016,48.46545455,596
246,252188,11/17/2016,29.325,597
247,252189,11/17/2016,23.8,598
248,252190,11/17/2016,34.68,599
249,252191,11/17/2016,37.4,600
250,252192,11/17/2016,66.64,603
251,252193,11/17/2016,72.76,604
252,252194,11/17/2016,106.08,607
253,252195,11/17/2016,109.888,608
254,252196,11/17/2016,51.17,609
255,252197,11/17/2016,43.80333333,610
256,252198,11/17/2016,41.82,611
257,252199,11/17/2016,78.2,613
258,252200,11/17/2016,39.78,614
259,252201,11/17/2016,42.31111111,615
260,252202,11/17/2016,82.28,617
261,252203,11/17/2016,12.46666667,622
262,252204,11/17/2016,48.28,624
263,252205,11/17/2016,10.472,625
264,252206,11/17/2016,39.1,626
265,252207,11/17/2016,35.36,627
266,252208,11/17/2016,23.12,628
267,252209,11/17/2016,14.824,629
268,252210,11/17/2016,80.12666667,633
269,252211,11/17/2016,47.464,634
270,252212,11/17/2016,44.88,635
271,252213,11/17/2016,59.61333333,636
272,252214,11/17/2016,95.2,637
273,252215,11/17/2016,45.78666667,638
274,252216,11/17/2016,41.14,639
275,252217,11/17/2016,59.93714286,640
276,252218,11/17/2016,35.36,641
277,252219,11/17/2016,44.88,642
278,252220,11/17/2016,17.68,644
279,252221,11/17/2016,39.168,645
280,252222,11/17/2016,36.26666667,646
281,252223,11/17/2016,21.76,647
282,252224,11/17/2016,28.764,648
283,252225,11/17/2016,24.14,649
284,252226,11/17/2016,68.68,650
285,252227,11/17/2016,50.32,651
286,252228,11/17/2016,7.48,652
287,252229,11/17/2016,38.64666667,653
288,252230,11/17/2016,18.02,658
289,252231,11/17/2016,52.85454545,659
290,252232,11/17/2016,18.36,660
291,252233,11/17/2016,29.98181818,661
292,252234,11/17/2016,47.65666667,662
293,252235,11/17/2016,25.84,665
294,252236,11/17/2016,53.312,667
295,252237,11/17/2016,71.4,670
296,252238,11/17/2016,113.56,672
297,252239,11/17/2016,23.12,673
298,252240,11/17/2016,40.8,674
299,252241,11/17/2016,32.59142857,675
300,252242,11/17/2016,50.32,676
301,252243,11/17/2016,41.82,678
302,252244,11/17/2016,39.44,680
303,252245,11/17/2016,89.08,682
304,252246,11/17/2016,36.04,683
305,252247,11/17/2016,51.19428571,684
306,252248,11/17/2016,47.192,686
307,252249,11/17/2016,22.21333333,688
308,252250,11/17/2016,9.973333333,689
309,252251,11/17/2016,50.32,690
310,252252,11/17/2016,17.0,691
311,252253,11/17/2016,24.48,693
312,252254,11/17/2016,40.12,698
313,252255,11/17/2016,19.04,699
314,252256,11/17/2016,73.66666667,700
315,252257,11/17/2016,50.09333333,702
316,252258,11/17/2016,86.58666667,703
317,252259,11/17/2016,43.52,705
318,252260,11/17/2016,18.36,707
319,252261,11/17/2016,26.86,708
320,252262,11/17/2016,61.2,709
321,252263,11/17/2016,128.52,710
322,252264,11/17/2016,23.12,711
323,252265,11/17/2016,47.26,712
324,252266,11/17/2016,58.48,713
325,252267,11/17/2016,76.16,714
326,252268,11/17/2016,40.8,719
327,252269,11/17/2016,34.90666667,720
328,252270,11/17/2016,23.46,721
329,252271,11/17/2016,26.52,722
330,252272,11/17/2016,14.688,723
331,252273,11/17/2016,38.76,724
332,252274,11/17/2016,29.08888889,725
333,252275,11/17/2016,13.94,726
334,252276,11/17/2016,11.9,728
335,252277,11/17/2016,50.32,729
336,252278,11/17/2016,13.77,730
337,252279,11/17/2016,22.61,731
338,252280,11/17/2016,6.8,732
339,252281,11/17/2016,69.02,735
340,252282,11/17/2016,68.68,737
341,252283,11/17/2016,11.22,738
342,252284,11/17/2016,32.86666667,739
343,252285,11/17/2016,25.45142857,740
344,252286,11/17/2016,37.06,741
345,252287,11/17/2016,4.08,742
346,252288,11/17/2016,54.23,744
347,252289,11/17/2016,6.8,745
348,252290,11/17/2016,14.62,746
349,252291,11/17/2016,25.16,747
350,252292,11/17/2016,83.47,748
351,252293,11/17/2016,120.36,751
352,252294,11/17/2016,38.76,753
353,252295,11/17/2016,5.44,755
354,252296,11/17/2016,95.88,757
355,252297,11/17/2016,10.2,758
356,252298,11/17/2016,22.1,759
357,252299,11/17/2016,55.42,760
358,252300,11/17/2016,73.66666667,761
359,252301,11/17/2016,9.52,762
360,252302,11/17/2016,10.2,763
361,252303,11/17/2016,2.72,767
362,252304,11/17/2016,15.71555556,769
363,252305,11/17/2016,52.224,772
364,252306,11/17/2016,47.11428571,773
365,252307,11/17/2016,44.26181818,774
366,252308,11/17/2016,63.58,776
367,252309,11/17/2016,13.94,777
368,252310,11/17/2016,41.14,780
369,252311,11/17/2016,25.024,781
370,252312,11/17/2016,8.84,782
371,252313,11/17/2016,116.7333333,783
372,252314,11/17/2016,59.5,784
373,252315,11/17/2016,40.12,785
374,252316,11/17/2016,18.7,786
375,252317,11/17/2016,54.23,788
376,252318,11/17/2016,47.6,791
377,252319,11/17/2016,95.54,795
378,252320,11/17/2016,24.65,797
379,252321,11/17/2016,19.38,800
380,252322,11/17/2016,17.68,802
381,252323,11/17/2016,13.056,811
382,252324,11/17/2016,13.14666667,812
383,252325,11/17/2016,59.16,815
