address,status,street,borough,zip,cb,cwz,bbl
"3017 GLENWOOD ROAD,BROOKLYN 11210",OK,3017 GLENWOOD ROAD,BROOKLYN,11210,317,BK3,40.634022,,-73.947517,,3050050001
"160 LAWRENCE AVENUE,BROOKLYN 11230",OK,160 LAWRENCE AVENUE,BROOKLYN,11230,314,BK5,40.630647,,-73.973585,,3054230026
"1458 WEBSTER AVENUE,BRONX 10456",OK,1458 WEBSTER AVENUE,BRONX,10456,203,BX1,40.837926,,-73.906331,,2028950001
"4706 10 AVENUE,BROOKLYN 11219",OK,4706 10 AVENUE,BROOKLYN,11219,312,BK4,40.640015,,-73.997694,,3056250033
"1779 RICHMOND AVENUE,STATEN ISLAND 10314",OK,1779 RICHMOND AVENUE,STATEN IS,10314,502,SI1,40.605017,,-74.162243,,5020700001
"1028 EAST 179 STREET,BRONX 10460",OK,1028 EAST  179 STREET,BRONX,10460,206,BX1,40.84176,,-73.879324,,2031360101
"830 FOX STREET,BRONX 10459",OK,830 FOX STREET,BRONX,10459,202,BX2,40.817576,,-73.896232,,2027210010
"10 EAST 66 STREET,MANHATTAN 10065",OK,10 EAST   66 STREET,MANHATTAN,10065,108,MN6,40.768392,,-73.969241,,1013800061
"1700 SEWARD AVENUE,BRONX 10473",OK,1700 SEWARD AVENUE,BRONX,10473,209,BX2,40.818497,,-73.868058,,2035510001
"1016 EDISON AVENUE,BRONX 10465",OK,1016 EDISON AVENUE,BRONX,10465,210,BX2,40.832167,,-73.825542,,2054210005
"31-10 23 STREET,QUEENS 11106",OK,31-10 23 STREET,QUEENS,11106,401,QN1,40.766414,,-73.928813,,4005527501
"600 FIFTH AVENUE,MANHATTAN 10020",OK,600 FIFTH AVENUE,MANHATTAN,10020,105,MN4,40.75753,,-73.977946,,1012640030
"365 Bridge Street,BROOKLYN 11201",OK,365 BRIDGE STREET,BROOKLYN,11201,302,BK2,40.69245,,-73.985255,,3020587501
"629 51ST STREET,BROOKLYN 11220",OK,629 51 STREET,BROOKLYN,11220,307,BK2,40.642757,,-74.00792,,3007937504
"610 WEST 112 STREET,MANHATTAN 10025",OK,610 WEST  112 STREET,MANHATTAN,10025,109,MN7,40.805626,,-73.966197,,1018940056
"2901 BRIGHTON 6 STREET,BROOKLYN 11235",OK,2901 BRIGHTON    6 STREET,BROOKLYN,11235,313,BK5,40.581262,,-73.962786,,3086660652
"27-28 THOMSON AVENUE,QUEENS 11101",OK,27-28 THOMSON AVENUE,QUEENS,11101,402,QN1,40.746196,,-73.942029,,4000827501
"756 MYRTLE AVENUE,BROOKLYN 11206",OK,756 MYRTLE AVENUE,BROOKLYN,11206,303,BK1,40.695021,,-73.952276,,3017547502
"219-18 HORACE HARDING EXPRESSWAY,QUEENS 11364",OK,219-18 HORACE HARDING EXPRESSWAY,QUEENS,11364,411,QN3,40.748397,,-73.758614,,4076090008
"366 OAKDALE STREET,STATEN ISLAND 10312",OK,366 OAKDALE STREET,STATEN IS,10312,503,SI1,40.54132,,-74.16292,,5053250001
"2800E VICTORY BOULEVARD,STATEN ISLAND 10314",OK,2800E VICTORY BOULEVARD,STATEN IS,10314,502,SI1,40.604278,,-74.148517,,5020400001
"8413 AVENUE K,BROOKLYN 11236",OK,8413 AVENUE K,BROOKLYN,11236,318,BK3,40.634314,,-73.906386,,3080367501
"127 EAST 90TH STREET,MANHATTAN 10128",OK,127 EAST   90 STREET,MANHATTAN,10128,108,MN6,40.782283,,-73.954232,,1015190014
"75 SkyLine Drive,STATEN ISLAND 10304",OK,75 SKYLINE DRIVE,STATEN IS,10304,501,SI1,40.61548,,-74.078834,,5029250105
"220 E 76TH ST,MANHATTAN 10021",OK,220 EAST   76 STREET,MANHATTAN,10021,108,MN6,40.77205,,-73.958073,,1014300005
"1000 RICHMOND TERRACE,STATEN ISLAND 10310",OK,1000 RICHMOND TERRACE,STATEN IS,10310,501,SI1,40.645075,,-74.104753,,5000760200
"257 BEACH 17 STREET,QUEENS 11691",OK,257 BEACH   17 STREET,QUEENS,11691,414,QN4,40.596751,,-73.751147,,4156340094
"2125 WATSON AVENUE,BRONX 10472",OK,2125 WATSON AVENUE,BRONX,10472,209,BX2,40.829501,,-73.852614,,2038090018
"435 CENTRAL PARK WEST,MANHATTAN 10025",OK,435 CENTRAL PARK WEST,MANHATTAN,10025,107,MN5,40.796474,,-73.961189,,1018390029
"535 EAST 5TH STREET,MANHATTAN 10009",OK,535 EAST    5 STREET,MANHATTAN,10009,103,MN2,40.724484,,-73.983487,,1004010046
"298 6 AVENUE,BROOKLYN 11215",OK,298 6 AVENUE,BROOKLYN,11215,306,BK2,40.672171,,-73.980504,,3009750039
"3357 58TH ST,QUEENS 11377",OK,3357 58 STREET,QUEENS,11377,402,QN1,40.752595,,-73.903238,,4011820015
"131-15 LIBERTY AVENUE,QUEENS 11419",OK,131-15 LIBERTY AVENUE,QUEENS,11419,410,QN4,40.69018,,-73.814634,,4095680044
"2802-2808 FULTON STREET,BROOKLYN 11207",OK,2802-2808 FULTON STREET,BROOKLYN,11207,305,BK3,40.678094,,-73.891193,,3039470022
"4511 14th Avenue,BROOKLYN 11219",OK,4511 14 AVENUE,BROOKLYN,11219,312,BK4,40.635809,,-73.987703,,3056180004
"1 WEST   88 STREET,MANHATTAN 10024",OK,1 WEST   88 STREET,MANHATTAN,10024,107,MN5,40.786781,,-73.968803,,1012020026
"3322 DECATUR AVENUE,BRONX 10467",OK,3322 DECATUR AVENUE,BRONX,10467,207,BX1,40.876987,,-73.87321,,2033550090
"200 PARK AVENUE,MANHATTAN 10017",OK,200 PARK AVENUE,MANHATTAN,10017,105,MN4,40.754162,,-73.976557,,1012809010
"245-37 60 AVENUE,QUEENS 11362",OK,245-37 60 AVENUE,QUEENS,11362,411,QN3,40.757161,,-73.732243,,4082760559
"3053 AVENUE U,BROOKLYN 11229",OK,3053 AVENUE U,BROOKLYN,11229,315,BK5,40.600983,,-73.936919,,3073400046
"78-02 NORTHERN BLVD.,QUEENS 11372",OK,78-02 NORTHERN BOULEVARD,QUEENS,11372,403,QN2,40.755176,,-73.888934,,4012510001
"41-20 QUEENS BOULEVARD,QUEENS 11104",OK,41-20 QUEENS BOULEVARD,QUEENS,11104,402,QN1,40.743662,,-73.923067,,4001920030
"2170 MCDONALD AVENUE,BROOKLYN 11223",OK,2170 MCDONALD AVENUE,BROOKLYN,11223,311,BK4,40.599872,,-73.972845,,3070870034
"2346 HYLAN BOULEVARD,STATEN ISLAND 10306",OK,2346 HYLAN BOULEVARD,STATEN IS,10306,502,SI1,40.573695,,-74.106499,,5039050026
"940 EAST 156 STREET,BRONX 10455",OK,940 EAST  156 STREET,BRONX,10455,202,BX2,40.816517,,-73.90032,,2027010001
"1144 HOE AVENUE,BRONX 10459",OK,1144 HOE AVENUE,BRONX,10459,203,BX1,40.827328,,-73.890888,,2027520009
"216-02 137 AVENUE,QUEENS 11413",OK,216-02 137 AVENUE,QUEENS,11413,413,QN4,40.676499,,-73.755103,,4130300030
"115-50 221 STREET,QUEENS 11411",OK,115-50 221 STREET,QUEENS,11411,413,QN4,40.698714,,-73.737271,,4112840001
"75-02 51 AVENUE,QUEENS 11373",OK,75-02 51 AVENUE,QUEENS,11373,404,QN2,40.736566,,-73.888557,,4024670024
"5521 MOSHOLU AVENUE,BRONX 10471",OK,5521 MOSHOLU AVENUE,BRONX,10471,208,BX1,40.903039,,-73.90375,,2058501585
"200 BOSCOMBE AVENUE,STATEN ISLAND 10309",OK,200 BOSCOMBE AVENUE,STATEN IS,10309,503,SI1,40.524646,,-74.23137,,5075770003
"1 W 88TH ST,MANHATTAN 10024",OK,1 WEST   88 STREET,MANHATTAN,10024,107,MN5,40.786781,,-73.968803,,1012020026
"2294 NOSTRAND AVENUE,BROOKLYN 11210",OK,2294 NOSTRAND AVENUE,BROOKLYN,11210,314,BK5,40.628593,,-73.947229,,3075930051
"20 WEST STREET,MANHATTAN 10004",OK,20 WEST STREET,MANHATTAN,10004,101,MN1A,40.706358,,-74.016151,,1000157502
"666 West End Avenue,MANHATTAN 10025",OK,666 WEST END AVENUE,MANHATTAN,10025,107,MN5,40.793033,,-73.974817,,1012400001
"143 SKILLMAN AVE,BROOKLYN 11211",OK,143 SKILLMAN AVENUE,BROOKLYN,11211,301,BK1,40.71587,,-73.945429,,3027497503
"30-16 37TH STREET,QUEENS 11103",OK,30-16 37 STREET,QUEENS,11103,401,QN1,40.764021,,-73.917109,,4006517501
"80 BAY STREET,STATEN ISLAND 10301",OK,80 BAY STREET,STATEN IS,10301,501,SI1,40.640226,,-74.075614,,5000050115
"110-51 GUY R. BREWER BLVD.,QUEENS 11433",OK,110-51 GUY R BREWER BOULEVARD,QUEENS,11433,412,QN4,40.692226,,-73.78807,,4101920057
"117-16 SUTPHIN BLVD.,QUEENS 11434",OK,117-16 SUTPHIN BOULEVARD,QUEENS,11434,412,QN4,40.680282,,-73.792045,,4120220020
"8502 RIDGE BOULEVARD,BROOKLYN 11209",OK,8502 RIDGE BOULEVARD,BROOKLYN,11209,310,BK4,40.624826,,-74.033459,,3060320037
"3740 BAYCHESTER AVENUE ANNEX,BRONX 10466",OK,3740 BAYCHESTER AVENUE,BRONX,10466,212,BX2,40.884343,,-73.840254,,2049160001
"3141 EAST TREMONT AVENUE,BRONX 10461",OK,3141 EAST TREMONT AVENUE,BRONX,10461,210,BX2,40.837845,,-73.834703,,2053560001
"3480 THIRD AVENUE,BRONX 10456",OK,3480 THIRD AVENUE,BRONX,10456,203,BX1,40.830169,,-73.906233,,2026097501
"850 HYLAN BOULEVARD,STATEN ISLAND 10305",OK,850 HYLAN BOULEVARD,STATEN IS,10305,502,SI1,40.599043,,-74.071829,,5030950021
"66-05 108TH ST,QUEENS 11375",OK,66-05 108 STREET,QUEENS,11375,406,QN2,40.730111,,-73.848136,,4021740001
"933 HERKIMER STREET,BROOKLYN 11233",OK,933 HERKIMER STREET,BROOKLYN,11233,303,BK1,40.678169,,-73.922497,,3017040025
"27-07 8 STREET,QUEENS 11102",OK,27-07 8 STREET,QUEENS,11102,401,QN1,40.774162,,-73.931834,,4005100020
"18 EAST 48TH STREET,MANHATTAN 10017",OK,18 EAST   48 STREET,MANHATTAN,10017,105,MN4,40.75686,,-73.977126,,1012830058
"2817 WEST 12TH STREET,BROOKLYN 11224",OK,2817 WEST   12 STREET,BROOKLYN,11224,313,BK5,40.578947,,-73.979603,,3072680001
"214 WEST 142ND STREET,MANHATTAN 10030",OK,214 WEST  142 STREET,MANHATTAN,10030,110,MN7,40.82004,,-73.941253,,1020270041
"336 EAST 61 STREET,MANHATTAN 10065",OK,336 EAST   61 STREET,MANHATTAN,10065,108,MN6,40.761273,,-73.962061,,1014350033
"101-60 92ND STREET,QUEENS 11416",OK,101-60 92 STREET,QUEENS,11416,409,QN4,40.68317,,-73.848369,,4090980022
"416 EAST 80 STREET,MANHATTAN 10075",OK,416 EAST   80 STREET,MANHATTAN,10075,108,MN6,40.77264,,-73.951307,,1015590005
"47-09 5th  Street,QUEENS 11101",OK,47-09 5 STREET,QUEENS,11101,402,QN1,40.745677,,-73.955589,,4000290024
"204 15TH ST,BROOKLYN 11215",OK,204 15 STREET,BROOKLYN,11215,307,BK2,40.665846,,-73.989911,,3010470037
"5002 14TH AVENUE,BROOKLYN 11219",OK,5002 14 AVENUE,BROOKLYN,11219,312,BK4,40.633048,,-73.9906,,3056490038
"6709 108TH ST,QUEENS 11375",OK,6709 108 STREET,QUEENS,11375,406,QN2,40.728702,,-73.847414,,4021760001
"2221 RICHMOND AVE,STATEN ISLAND 10314",OK,2221 RICHMOND AVENUE,STATEN IS,10314,502,SI1,40.592648,,-74.163124,,5023800110
"1420 BURKE AVENUE,BRONX 10469",OK,1420 BURKE AVENUE,BRONX,10469,212,BX2,40.87233,,-73.846506,,2047600001
"455-91 41 AVENUE,QUEENS 11101",REJECTED
"85 WARREN STREET,MANHATTAN 10007",OK,85 WARREN STREET,MANHATTAN,10007,101,MN1A,40.715331,,-74.010548,,1001327501
"281 PORT RICHMOND AVENUE,STATEN ISLAND 10302",OK,281 PORT RICHMOND AVENUE,STATEN IS,10302,501,SI1,40.634511,,-74.135733,,5010370006
"1065 BEACH AVENUE,BRONX 10472",OK,1065 BEACH AVENUE,BRONX,10472,209,BX2,40.827038,,-73.865255,,2037250001
"5735 KINGS HIGHWAY,BROOKLYN 11203",OK,5735 KINGS HIGHWAY,BROOKLYN,11203,317,BK3,40.651512,,-73.923199,,3047050022
"127 West  94  Street,MANHATTAN 10025",OK,127 WEST   94 STREET,MANHATTAN,10025,107,MN5,40.792024,,-73.969552,,1012250021
"3880 SEDGWICK AVENUE,BRONX 10463",OK,3880 SEDGWICK AVENUE,BRONX,10463,208,BX1,40.882997,,-73.894008,,2032460076
"2348 WEBSTER AVENUE,BRONX 10458",OK,2348 WEBSTER AVENUE,BRONX,10458,206,BX1,40.857603,,-73.894699,,2030310021
"143-04 101 AVENUE,QUEENS 11435",OK,143-04 101 AVENUE,QUEENS,11435,412,QN4,40.695025,,-73.808111,,4100210001
"334 MILFORD STREET,BROOKLYN 11208",OK,334 MILFORD STREET,BROOKLYN,11208,305,BK3,40.670868,,-73.876187,,3040560144
"243 ST MARKS AVENUE,BROOKLYN 11238",OK,243 ST MARKS AVENUE,BROOKLYN,11238,308,BK3,40.678325,,-73.967452,,3011450068
"30 WEST 68 STREET,MANHATTAN 10023",OK,30 WEST   68 STREET,MANHATTAN,10023,107,MN5,40.774207,,-73.979153,,1011200044
"415 WEST 150  Street,MANHATTAN 10031",OK,415 WEST  150 STREET,MANHATTAN,10031,109,MN7,40.827545,,-73.943234,,1020650022
"127 East 46th Street,MANHATTAN 10017",OK,127 EAST   46 STREET,MANHATTAN,10017,106,MN2,40.753901,,-73.973944,,1013010023
"257 Gold Street,BROOKLYN 11201",OK,257 GOLD STREET,BROOKLYN,11201,302,BK2,40.696872,,-73.983148,,3001220013
"2810 NOSTRAND AVENUE,BROOKLYN 11229",OK,2810 NOSTRAND AVENUE,BROOKLYN,11229,315,BK5,40.615724,,-73.944776,,3076900051
"50 ASCAN AVENUE,QUEENS 11375",OK,50 ASCAN AVENUE,QUEENS,11375,406,QN2,40.717237,,-73.841264,,4032880001
"38-00 DITMARS BLVD.,QUEENS 11105",OK,38-00 DITMARS BOULEVARD,QUEENS,11105,401,QN1,40.773285,,-73.906689,,4008050031
"190 EAST  162 STREET,BRONX 10451",OK,190 EAST  162 STREET,BRONX,10451,204,BX1,40.827287,,-73.920947,,2024600018
"4 WASHINGTON SQUARE VILLAGE,MANHATTAN 10012",OK,4 WASHINGTON SQUARE VILLAGE,MANHATTAN,10012,102,MN1B,40.727126,,-73.997023,,1005330001
"3952 Third Avenue,BRONX 10457",OK,3952 THIRD AVENUE,BRONX,10457,203,BX1,40.840522,,-73.899485,,2029297501
"1270 BAY RIDGE PARKWAY,BROOKLYN 11228",OK,1270 BAY RIDGE PARKWAY,BROOKLYN,11228,310,BK4,40.620763,,-74.008202,,3062217501
"610 BLOOMINGDALE ROAD,STATEN ISLAND 10309",OK,610 BLOOMINGDALE ROAD,STATEN IS,10309,503,SI1,40.540436,,-74.217716,,5070910001
"68-02 METROPOLITAN AVENUE,QUEENS 11379",OK,68-02 METROPOLITAN AVENUE,QUEENS,11379,405,QN2,40.71227,,-73.888666,,4036670023
"667 EASTERN PKWY.,BROOKLYN 11213",OK,667 EASTERN PARKWAY,BROOKLYN,11213,308,BK3,40.669624,,-73.945989,,3012630041
"3942 White Plains Road,BRONX 10466",OK,3942 WHITE PLAINS ROAD,BRONX,10466,212,BX2,40.886856,,-73.860982,,2048370051
"3901 FIELDSTON RD,BRONX 10471",OK,3901 FIELDSTON ROAD,BRONX,10471,208,BX1,40.890431,,-73.905757,,2057810992
"185 Hegeman Avenue,BROOKLYN 11212",OK,185 HEGEMAN AVENUE,BROOKLYN,11212,316,BK3,40.656612,,-73.905068,,3036280006
"26 WEST 94 STREET,MANHATTAN 10025",OK,26 WEST   94 STREET,MANHATTAN,10025,107,MN5,40.7907,,-73.966443,,1012070040
"527 ROGERS AVENUE,BROOKLYN 11225",OK,527 ROGERS AVENUE,BROOKLYN,11225,309,BK3,40.659079,,-73.953358,,3050390009
"1778 SOUTHERN BOULEVARD,BRONX 10460",OK,1778 SOUTHERN BOULEVARD,BRONX,10460,203,BX1,40.838304,,-73.887183,,2029847501
"138-46 NORTHERN BOULEVARD,QUEENS 11354",OK,138-46 NORTHERN BOULEVARD,QUEENS,11354,407,QN3,40.764119,,-73.827142,,4050100038
"249 WEST 144TH STREET,MANHATTAN 10030",OK,249 WEST  144 STREET,MANHATTAN,10030,110,MN7,40.821596,,-73.941035,,1020300010
"147-02 NEWPORT AVENUE,QUEENS 11694",OK,147-02 NEWPORT AVENUE,QUEENS,11694,414,QN4,40.573033,,-73.864432,,4162900001
"130 BRIGHTON 11 STREET,BROOKLYN 11235",OK,130 BRIGHTON   11 STREET,BROOKLYN,11235,313,BK5,40.579529,,-73.958028,,3087070427
"72 CLARKSON AVENUE,BROOKLYN 11226",OK,72 CLARKSON AVENUE,BROOKLYN,11226,314,BK5,40.654964,,-73.957555,,3050640045
"1859 RICHMOND AVENUE,STATEN ISLAND 10314",OK,1859 RICHMOND AVENUE,STATEN IS,10314,502,SI1,40.602669,,-74.163087,,5020300047
"10 CONFUCIUS PLAZA,MANHATTAN 10002",OK,10 CONFUCIUS PLAZA,MANHATTAN,10002,103,MN2,40.714107,,-73.996772,,1002890001
"292 PALMETTO ST,BROOKLYN 11237",OK,292 PALMETTO STREET,BROOKLYN,11237,304,BK1,40.696805,,-73.913702,,3033620006
"5901 13TH AVE,BROOKLYN 11219",OK,5901 13 AVENUE,BROOKLYN,11219,312,BK4,40.629332,,-73.998022,,3057120001
"3939 RICHMOND AVENUE,STATEN ISLAND 10312",OK,3939 RICHMOND AVENUE,STATEN IS,10312,503,SI1,40.542105,,-74.163076,,5052360031
"711 AMSTERDAM AVENUE,MANHATTAN 10025",OK,711 AMSTERDAM AVENUE,MANHATTAN,10025,107,MN5,40.793032,,-73.971097,,1012250001
"2195 VALENTINE AVENUE,BRONX 10457",OK,2195 VALENTINE AVENUE,BRONX,10457,205,BX1,40.854893,,-73.898983,,2031490140
"215 SOUTH END AVENUE,MANHATTAN 10280",OK,215 SOUTH END AVENUE,MANHATTAN,10280,101,MN1A,40.709523,,-74.016679,,1000167518
"330 NEPTUNE AVENUE,BROOKLYN 11235",OK,330 NEPTUNE AVENUE,BROOKLYN,11235,313,BK5,40.58084,,-73.965177,,3086630247
"6202 MYRTLE AVE,QUEENS 11385",OK,6202 MYRTLE AVENUE,QUEENS,11385,405,QN2,40.700894,,-73.893211,,4035930001
"66-09 ALDERTON STREET,QUEENS 11374",OK,66-09 ALDERTON STREET,QUEENS,11374,406,QN2,40.719272,,-73.859084,,4031500074
"537 Court Street,BROOKLYN 11231",OK,537 COURT STREET,BROOKLYN,11231,306,BK2,40.6745,,-73.999676,,3004797501
"921 EAST 180 STREET,BRONX 10460",OK,921 EAST  180 STREET,BRONX,10460,206,BX1,40.844498,,-73.881473,,2031280001
"105 HEYWARD STREET,BROOKLYN 11206",OK,105 HEYWARD STREET,BROOKLYN,11206,301,BK1,40.701432,,-73.95653,,3022250050
"715 TODT HILL ROAD,STATEN ISLAND 10304",OK,715 TODT HILL ROAD,STATEN IS,10304,502,SI1,40.594926,,-74.110198,,5008730027
"335 PROSPECT AVENUE,BROOKLYN 11215",OK,335 PROSPECT AVENUE,BROOKLYN,11215,307,BK2,40.662167,,-73.987266,,3010550047
"655 MORRIS AVENUE,BRONX 10451",OK,655 MORRIS AVENUE,BRONX,10451,201,BX1,40.81963,,-73.921751,,2024410200
"1362 46TH STREET,BROOKLYN 11219",OK,1362 46 STREET,BROOKLYN,11219,312,BK4,40.635908,,-73.989072,,3056237508
"2804-06 GLENWOOD ROAD,BROOKLYN 11210",OK,2804-06 GLENWOOD ROAD,BROOKLYN,11210,314,BK5,40.634106,,-73.950086,,3075570032
"3003 GLENWOOD ROAD,BROOKLYN 11210",OK,3003 GLENWOOD ROAD,BROOKLYN,11210,317,BK3,40.634017,,-73.947614,,3050050009
"273 BOWERY,MANHATTAN 10002",OK,273 BOWERY,MANHATTAN,10002,103,MN2,40.723629,,-73.992781,,1004277504
"21-36 33 ROAD,QUEENS 11106",OK,21-36 33 ROAD,QUEENS,11106,401,QN1,40.763325,,-73.931466,,4005570003
"167-72 150 Street,QUEENS 11357",REJECTED
"1505 CARROLL STREET,BROOKLYN 11213",OK,1505 CARROLL STREET,BROOKLYN,11213,309,BK3,40.666472,,-73.93755,,3014060044
"1992 NOSTRAND AVENUE,BROOKLYN 11210",OK,1992 NOSTRAND AVENUE,BROOKLYN,11210,314,BK5,40.637091,,-73.948116,,3052310054
"83-04 BROADWAY,QUEENS 11373",OK,83-04 BROADWAY,QUEENS,11373,404,QN2,40.740938,,-73.879817,,4015440029
"41-05 BEACH CHANNEL DRIVE,QUEENS 11691",OK,41-05 BEACH CHANNEL DRIVE,QUEENS,11691,414,QN4,40.595787,,-73.773083,,4158310032
"324 PENN STREET,BROOKLYN 11211",OK,324 PENN STREET,BROOKLYN,11211,301,BK1,40.706058,,-73.952358,,3022210023
"1472 MONTGOMERY AVENUE,BRONX 10453",OK,1472 MONTGOMERY AVENUE,BRONX,10453,205,BX1,40.84728,,-73.921252,,2028780005
"71-25 MAIN STREET,QUEENS 11367",OK,71-25 MAIN STREET,QUEENS,11367,408,QN3,40.727194,,-73.822075,,4066580003
"294 DELANCEY STREET,MANHATTAN 10002",OK,294 DELANCEY STREET,MANHATTAN,10002,103,MN2,40.715758,,-73.979334,,1003230001
"451 7TH AVENUE,BROOKLYN 11215",OK,451 7 AVENUE,BROOKLYN,11215,307,BK2,40.662889,,-73.984908,,3011040003
"7802 BAY PARKWAY,BROOKLYN 11214",OK,7802 BAY PARKWAY,BROOKLYN,11214,311,BK4,40.606369,,-73.989235,,3062640030
"3321 AVENUE M,BROOKLYN 11210",OK,3321 AVENUE M,BROOKLYN,11210,318,BK3,40.619947,,-73.942467,,3076510001
"3950 LACONIA AVENUE,BRONX 10466",OK,3950 LACONIA AVENUE,BRONX,10466,212,BX2,40.883656,,-73.849655,,2049030042
"3041 KINGSBRIDGE AVENUE,BRONX 10463",OK,3041 KINGSBRIDGE AVENUE,BRONX,10463,208,BX1,40.878954,,-73.907401,,2057090046
"147-37 70 ROAD,QUEENS 11367",OK,147-37 70 ROAD,QUEENS,11367,408,QN3,40.729704,,-73.819463,,4066470035
"94-12 160 STREET,QUEENS 11433",OK,94-12 160 STREET,QUEENS,11433,412,QN4,40.702304,,-73.798086,,4101030016
"440 EAST 116 STREET,MANHATTAN 10029",OK,440 EAST  116 STREET,MANHATTAN,10029,111,MN6,40.795402,,-73.934005,,1017090016
"2757 WEST 33RD STREET,BROOKLYN 11224",OK,2757 WEST   33 STREET,BROOKLYN,11224,313,BK5,40.578145,,-74.00018,,3069640002
"5625 ARLINGTON AVENUE,BRONX 10471",OK,5625 ARLINGTON AVENUE,BRONX,10471,208,BX1,40.905009,,-73.907133,,2059520374
"3651 RICHMOND ROAD,STATEN ISLAND 10306",OK,3651 RICHMOND ROAD,STATEN IS,10306,502,SI1,40.572218,,-74.14283,,5022900025
"200 BOSCOMBE AVENUE,STATEN ISLAND 10309",OK,200 BOSCOMBE AVENUE,STATEN IS,10309,503,SI1,40.524646,,-74.23137,,5075770003
"1450 WEBSTER AVENUE,BRONX 10456",OK,1450 WEBSTER AVENUE,BRONX,10456,203,BX1,40.837646,,-73.906504,,2028950001
"1395 LEXINGTON AVENUE,MANHATTAN 10128",OK,1395 LEXINGTON AVENUE,MANHATTAN,10128,108,MN6,40.783051,,-73.952978,,1015200050
"199 14TH STREET,BROOKLYN 11215",OK,199 14 STREET,BROOKLYN,11215,306,BK2,40.666966,,-73.990448,,3010340068
"157 Brabant St,STATEN ISLAND 10303",OK,157 BRABANT STREET,STATEN IS,10303,501,SI1,40.632021,,-74.16389,,5012450001
"23-88 31st Street,QUEENS 11105",OK,23-88 31 STREET,QUEENS,11105,401,QN1,40.772534,,-73.915109,,4008427501
"84-03 57TH AVENUE,QUEENS 11373",OK,84-03 57 AVENUE,QUEENS,11373,404,QN2,40.730293,,-73.879313,,4028940047
"338 BEACH 56 STREET,QUEENS 11692",OK,338 BEACH   56 STREET,QUEENS,11692,414,QN4,40.593503,,-73.786115,,4158920001
"124 HUDSON ST,MANHATTAN 10013",OK,124 HUDSON STREET,MANHATTAN,10013,101,MN1A,40.720143,,-74.008539,,1001907506
"185 COURT ST,BROOKLYN 11201",OK,185 COURT STREET,BROOKLYN,11201,302,BK2,40.687903,,-73.993217,,3002800015
"25 Tudor City Place,MANHATTAN 10017",OK,25 TUDOR CITY PLACE,MANHATTAN,10017,106,MN2,40.748545,,-73.970799,,1013340022
"97-30 QUEENS BOULEVARD,QUEENS 11374",OK,97-30 QUEENS BOULEVARD,QUEENS,11374,406,QN2,40.728991,,-73.859284,,4030840014
"1123 OCEAN VIEW AVENUE,BROOKLYN 11235",OK,1123 OCEAN VIEW AVENUE,BROOKLYN,11235,313,BK5,40.579242,,-73.955159,,3087140733
"66-26 LAUREL HILL BOULEVARD,QUEENS 11377",OK,66-26 LAUREL HILL BOULEVARD,QUEENS,11377,402,QN1,40.739778,,-73.898071,,4024190034
"1 WEST 91ST STREET,MANHATTAN 10024",OK,1 WEST   91 STREET,MANHATTAN,10024,107,MN5,40.788535,,-73.96713,,1012050029
"99-39 66  AVENUE,QUEENS 11374",OK,99-39 66 AVENUE,QUEENS,11374,406,QN2,40.728445,,-73.854446,,4021160059
"204 15TH ST,BROOKLYN 11215",OK,204 15 STREET,BROOKLYN,11215,307,BK2,40.665846,,-73.989911,,3010470037
"830 SOUTHERN BLVD.,BRONX 10459",OK,830 SOUTHERN BOULEVARD,BRONX,10459,202,BX2,40.81693,,-73.895572,,2027320012
"585 MARCY AVENUE,BROOKLYN 11206",OK,585 MARCY AVENUE,BROOKLYN,11206,303,BK1,40.695037,,-73.949128,,3017557503
"2737 OCEAN AVENUE,BROOKLYN 11229",OK,2737 OCEAN AVENUE,BROOKLYN,11229,315,BK5,40.594411,,-73.950457,,3074050001
"2433 OCEAN PKWY,BROOKLYN 11235",OK,2433 OCEAN PARKWAY,BROOKLYN,11235,315,BK5,40.590249,,-73.965316,,3072010001
"2130 MCDONALD AVENUE,BROOKLYN 11223",OK,2130 MCDONALD AVENUE,BROOKLYN,11223,311,BK4,40.600594,,-73.972743,,3070870076
"14-66 BEACH CHANNEL DRIVE,QUEENS 11691",OK,14-66 BEACH CHANNEL DRIVE,QUEENS,11691,414,QN4,40.609989,,-73.753586,,4155010002
"2997 OCEAN PARKWAY,BROOKLYN 11235",OK,2997 OCEAN PARKWAY,BROOKLYN,11235,313,BK5,40.577413,,-73.968267,,3086690088
"2350 5 AVENUE,MANHATTAN 10037",OK,2350 5 AVENUE,MANHATTAN,10037,110,MN7,40.816748,,-73.93475,,1017390033
"5705 MOSHOLU AVE,BRONX 10471",OK,5705 MOSHOLU AVENUE,BRONX,10471,208,BX1,40.905523,,-73.900386,,2058590304
"1 EAST 91 STREET,MANHATTAN 10128",OK,1 EAST   91 STREET,MANHATTAN,10128,108,MN6,40.784621,,-73.957856,,1015030001
"5815 20 AVENUE,BROOKLYN 11204",OK,5815 20 AVENUE,BROOKLYN,11204,312,BK4,40.62038,,-73.981834,,3055070001
"18 EAST 48 STREET,MANHATTAN 10017",OK,18 EAST   48 STREET,MANHATTAN,10017,105,MN4,40.75686,,-73.977126,,1012830058
"57-27 PENROD STREET,QUEENS 11368",OK,57-27 PENROD STREET,QUEENS,11368,404,QN2,40.739665,,-73.85632,,4019520054
