year,borough,community_board,complaint_type,descriptors,status_cal,count,avg,avg,avg
2010,QUEENS,403,snow,5 Un-Plowed/Spread Street,Closed,6,,,1.5000000000000000
2010,QUEENS,403,snow,E9 Snow / Icy Sidewalk,Closed,63,,,5.9365079365079365
2010,QUEENS,403,Sweeping Complaint,3 Sweeping/Missed-Inadequate,Closed,46,,,1.8695652173913043
2010,QUEENS,403,Vacant Lot,8 Request to Clean Vacant Lot,Closed,9,,,17.7777777777777778
2010,QUEENS,403,Vacant Lot,8 Request to Clean Vacant Lot,Open,1,4254.0000000000000000,,
2010,QUEENS,404,Collection Truck Noise,21 Collection Truck Noise,Closed,1,,,2.0000000000000000
2010,QUEENS,404,Derelict Bicycle,14B Derelict Bicycle,Closed,1,,,4.0000000000000000
2010,QUEENS,404,Derelict Vehicles,14 Derelict Vehicles,Closed,1,,,0.00000000000000000000
2010,QUEENS,404,Derelict Vehicles,Derelict Vehicles,Closed,134,,,2.0223880597014925
2010,QUEENS,404,Dirty Conditions,E1 Improper Disposal,Closed,29,,,3.8620689655172414
2010,QUEENS,404,Dirty Conditions,E11 Litter Surveillance,Closed,10,,,3.0000000000000000
2010,QUEENS,404,Dirty Conditions,E12 Illegal Dumping Surveillance,Closed,54,,,6.0925925925925926
2010,QUEENS,404,Dirty Conditions,E13 Throw-Out,Closed,1,,,1.00000000000000000000
2010,QUEENS,404,Dirty Conditions,E15 Illegal Postering,Closed,449,,,3.8930957683741648
2010,QUEENS,404,Dirty Conditions,E2 Receptacle Violation,Closed,9,,,2.1111111111111111
2010,QUEENS,404,Dirty Conditions,E3 Dirty Sidewalk,Closed,73,,,3.9726027397260274
2010,QUEENS,404,Dirty Conditions,E3A Dirty Area/Alleyway,Closed,81,,,3.8888888888888889
2010,QUEENS,404,Dirty Conditions,"E4 18"" Law",Closed,13,,,3.0769230769230769
2010,QUEENS,404,Dirty Conditions,E5 Loose Rubbish,Closed,21,,,4.6666666666666667
2010,QUEENS,404,Dirty Conditions,E7 Private Carter Spillage,Closed,1,,,5.0000000000000000
2010,QUEENS,404,Dirty Conditions,E8 Canine Violation,Closed,38,,,2.1578947368421053
2010,QUEENS,404,Graffiti,Graffiti,Closed,373,,,66.5495978552278820
2010,QUEENS,404,Graffiti,Graffiti,Open,5,4280.2000000000000000,,
2010,QUEENS,404,Litter Basket Complaint,10 Litter Basket / Request,Closed,28,,,2.5357142857142857
2010,QUEENS,404,Missed Collection,1 Missed Collection,Closed,91,,,1.5934065934065934
2010,QUEENS,404,Missed Collection,1R Missed Recycling-All Materials,Closed,34,,,1.6470588235294118
2010,QUEENS,404,Missed Collection,1RB Missed Recycling - M/G/Pl,Closed,11,,,1.1818181818181818
2010,QUEENS,404,Missed Collection,1RG Missed Recycling Paper,Closed,22,,,1.7727272727272727
2010,QUEENS,404,Missed Collection,2 Bulk-Missed Collection,Closed,43,,,1.5348837209302326
2010,QUEENS,404,Missed Collection,2R Bulk-Missed Recy Collection,Closed,5,,,1.8000000000000000
2010,QUEENS,404,Other Enforcement,E10 Obstruction (Street/Sidewalk),Closed,24,,,1.8333333333333333
2010,QUEENS,404,Other Enforcement,E14 ASP/Restricted Parking,Closed,1,,,1.00000000000000000000
2010,QUEENS,404,Other Enforcement,E2A Storage Of Receptacles,Closed,18,,,2.2222222222222222
2010,QUEENS,404,Other Enforcement,E6 Commercial Waste Disposal,Closed,8,,,3.0000000000000000
2010,QUEENS,404,Other Enforcement,ECR Commercial Routing Sticker,Closed,3,,,5.0000000000000000
2010,QUEENS,404,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Closed,19,,,1.3684210526315789
2010,QUEENS,404,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Closed,5,,,4.4000000000000000
2010,QUEENS,404,Recycling Enforcement,ER2 Resident Recyc. (Tenant),Closed,2,,,4.0000000000000000
2010,QUEENS,404,Recycling Enforcement,ER5 Comm. Recyc. (Bldg Mgmt),Closed,1,,,11.0000000000000000
2010,QUEENS,404,Sanitation Condition,12 Dead Animals,Closed,78,,,1.1153846153846154
2010,QUEENS,404,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Closed,274,,,1.8357664233576642
2010,QUEENS,404,Sanitation Condition,15R Street Cond/Ref.W Door,Closed,1,,,2.0000000000000000
2010,QUEENS,404,Sanitation Condition,22 Weeds,Closed,12,,,3.0000000000000000
2010,QUEENS,404,snow,15I Street Condition Ice-Non Storm,Closed,12,,,0.58333333333333333333
2010,QUEENS,404,snow,15S Re-Plow/Spread/Ice-Snow Cond.,Closed,40,,,0.55000000000000000000
2010,QUEENS,404,snow,5 Un-Plowed/Spread Street,Closed,7,,,0.42857142857142857143
2010,QUEENS,404,snow,E9 Snow / Icy Sidewalk,Closed,53,,,5.1509433962264151
2010,QUEENS,404,Sweeping Complaint,3 Sweeping/Missed-Inadequate,Closed,18,,,1.8888888888888889
2010,QUEENS,404,Vacant Lot,8 Request to Clean Vacant Lot,Closed,11,,,14.9090909090909091
2010,QUEENS,404,Vacant Lot,8 Request to Clean Vacant Lot,Open,1,4185.0000000000000000,,
2010,QUEENS,405,Adopt-A-Basket,10A Adopt-A-Basket,Closed,1,,,4.0000000000000000
2010,QUEENS,405,Collection Truck Noise,21 Collection Truck Noise,Closed,3,,,0.66666666666666666667
2010,QUEENS,405,Derelict Vehicles,14 Derelict Vehicles,Closed,1,,,0.00000000000000000000
2010,QUEENS,405,Derelict Vehicles,Derelict Vehicles,Closed,242,,,1.7479338842975207
2010,QUEENS,405,Dirty Conditions,E1 Improper Disposal,Closed,54,,,3.3518518518518519
2010,QUEENS,405,Dirty Conditions,E11 Litter Surveillance,Closed,8,,,3.1250000000000000
2010,QUEENS,405,Dirty Conditions,E12 Illegal Dumping Surveillance,Closed,89,,,6.2696629213483146
2010,QUEENS,405,Dirty Conditions,E13 Throw-Out,Closed,3,,,3.3333333333333333
2010,QUEENS,405,Dirty Conditions,E15 Illegal Postering,Closed,213,,,2.8544600938967136
2010,QUEENS,405,Dirty Conditions,E1A Litter Basket / Improper Use,Closed,8,,,3.7500000000000000
2010,QUEENS,405,Dirty Conditions,E2 Receptacle Violation,Closed,21,,,2.1904761904761905
2010,QUEENS,405,Dirty Conditions,E3 Dirty Sidewalk,Closed,176,,,3.5738636363636364
2010,QUEENS,405,Dirty Conditions,E3A Dirty Area/Alleyway,Closed,140,,,3.4928571428571429
2010,QUEENS,405,Dirty Conditions,"E4 18"" Law",Closed,24,,,3.2916666666666667
2010,QUEENS,405,Dirty Conditions,E5 Loose Rubbish,Closed,32,,,3.0000000000000000
2010,QUEENS,405,Dirty Conditions,E7 Private Carter Spillage,Closed,1,,,1.00000000000000000000
2010,QUEENS,405,Dirty Conditions,E8 Canine Violation,Closed,88,,,1.9204545454545455
2010,QUEENS,405,Graffiti,Graffiti,Closed,290,,,75.6689655172413793
2010,QUEENS,405,Graffiti,Graffiti,Open,20,4300.5000000000000000,4066.0000000000000000,
2010,QUEENS,405,Litter Basket Complaint,10 Litter Basket / Request,Closed,42,,,1.1666666666666667
2010,QUEENS,405,Missed Collection,1 Missed Collection,Closed,261,,,1.5977011494252874
2010,QUEENS,405,Missed Collection,1C Uncollected Xmas Trees,Closed,6,,,1.6666666666666667
2010,QUEENS,405,Missed Collection,1R Missed Recycling-All Materials,Closed,132,,,1.5075757575757576
2010,QUEENS,405,Missed Collection,1RB Missed Recycling - M/G/Pl,Closed,8,,,2.5000000000000000
2010,QUEENS,405,Missed Collection,1RG Missed Recycling Paper,Closed,25,,,2.3600000000000000
2010,QUEENS,405,Missed Collection,2 Bulk-Missed Collection,Closed,71,,,1.8732394366197183
2010,QUEENS,405,Missed Collection,2R Bulk-Missed Recy Collection,Closed,4,,,1.7500000000000000
2010,QUEENS,405,Other Enforcement,E10 Obstruction (Street/Sidewalk),Closed,36,,,1.2500000000000000
2010,QUEENS,405,Other Enforcement,E14 ASP/Restricted Parking,Closed,1,,,0.00000000000000000000
2010,QUEENS,405,Other Enforcement,E2A Storage Of Receptacles,Closed,62,,,3.1774193548387097
2010,QUEENS,405,Other Enforcement,E6 Commercial Waste Disposal,Closed,9,,,3.3333333333333333
2010,QUEENS,405,Other Enforcement,ECR Commercial Routing Sticker,Closed,4,,,3.0000000000000000
2010,QUEENS,405,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Closed,35,,,1.1142857142857143
2010,QUEENS,405,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Closed,15,,,3.0000000000000000
2010,QUEENS,405,Recycling Enforcement,ER2 Resident Recyc. (Tenant),Closed,10,,,3.0000000000000000
2010,QUEENS,405,Recycling Enforcement,ER5 Comm. Recyc. (Bldg Mgmt),Closed,2,,,8.0000000000000000
2010,QUEENS,405,Sanitation Condition,12 Dead Animals,Closed,173,,,0.75144508670520231214
2010,QUEENS,405,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Closed,498,,,1.8032128514056225
2010,QUEENS,405,Sanitation Condition,15R Street Cond/Ref.W Door,Closed,3,,,1.00000000000000000000
2010,QUEENS,405,Sanitation Condition,22 Weeds,Closed,30,,,1.6666666666666667
2010,QUEENS,405,Sanitation Condition,9 Spill/Oil etc,Closed,1,,,1.00000000000000000000
2010,QUEENS,405,snow,15I Street Condition Ice-Non Storm,Closed,23,,,0.52173913043478260870
2010,QUEENS,405,snow,15S Re-Plow/Spread/Ice-Snow Cond.,Closed,132,,,0.14393939393939393939
2010,QUEENS,405,snow,5 Un-Plowed/Spread Street,Closed,18,,,0.05555555555555555556
2010,QUEENS,405,snow,E9 Snow / Icy Sidewalk,Closed,104,,,5.5576923076923077
2010,QUEENS,405,Sweeping Complaint,3 Sweeping/Missed-Inadequate,Closed,50,,,0.64000000000000000000
2010,QUEENS,405,Vacant Lot,8 Request to Clean Vacant Lot,Closed,22,,,14.0454545454545455
2010,QUEENS,406,Adopt-A-Basket,10A Adopt-A-Basket,Closed,1,,,1.00000000000000000000
2010,QUEENS,406,Collection Truck Noise,21 Collection Truck Noise,Closed,4,,,1.7500000000000000
2010,QUEENS,406,Derelict Vehicles,Derelict Vehicles,Closed,32,,,2.2187500000000000
2010,QUEENS,406,Dirty Conditions,E1 Improper Disposal,Closed,15,,,3.8000000000000000
2010,QUEENS,406,Dirty Conditions,E11 Litter Surveillance,Closed,12,,,5.4166666666666667
2010,QUEENS,406,Dirty Conditions,E12 Illegal Dumping Surveillance,Closed,13,,,6.6153846153846154
2010,QUEENS,406,Dirty Conditions,E13 Throw-Out,Closed,4,,,3.5000000000000000
2010,QUEENS,406,Dirty Conditions,E15 Illegal Postering,Closed,67,,,4.1044776119402985
2010,QUEENS,406,Dirty Conditions,E1A Litter Basket / Improper Use,Closed,4,,,2.5000000000000000
2010,QUEENS,406,Dirty Conditions,E2 Receptacle Violation,Closed,25,,,1.6800000000000000
2010,QUEENS,406,Dirty Conditions,E3 Dirty Sidewalk,Closed,117,,,3.0769230769230769
2010,QUEENS,406,Dirty Conditions,E3A Dirty Area/Alleyway,Closed,65,,,3.5692307692307692
2010,QUEENS,406,Dirty Conditions,"E4 18"" Law",Closed,35,,,3.2000000000000000
2010,QUEENS,406,Dirty Conditions,E5 Loose Rubbish,Closed,14,,,3.0000000000000000
2010,QUEENS,406,Dirty Conditions,E8 Canine Violation,Closed,56,,,2.5535714285714286
2010,QUEENS,406,Graffiti,Graffiti,Closed,57,,,77.2807017543859649
2010,QUEENS,406,Graffiti,Graffiti,Open,4,4276.5000000000000000,,
2010,QUEENS,406,Litter Basket Complaint,10 Litter Basket / Request,Closed,32,,,1.8750000000000000
2010,QUEENS,406,Missed Collection,1 Missed Collection,Closed,206,,,1.6747572815533981
2010,QUEENS,406,Missed Collection,1C Uncollected Xmas Trees,Closed,5,,,2.8000000000000000
2010,QUEENS,406,Missed Collection,1R Missed Recycling-All Materials,Closed,88,,,1.5340909090909091
2010,QUEENS,406,Missed Collection,1RB Missed Recycling - M/G/Pl,Closed,27,,,1.1481481481481481
2010,QUEENS,406,Missed Collection,1RG Missed Recycling Paper,Closed,42,,,2.0476190476190476
2010,QUEENS,406,Missed Collection,2 Bulk-Missed Collection,Closed,25,,,1.1200000000000000
2010,QUEENS,406,Missed Collection,2R Bulk-Missed Recy Collection,Closed,10,,,2.3000000000000000
2010,QUEENS,406,Other Enforcement,E10 Obstruction (Street/Sidewalk),Closed,34,,,1.5000000000000000
2010,QUEENS,406,Other Enforcement,E2A Storage Of Receptacles,Closed,15,,,4.0666666666666667
2010,QUEENS,406,Other Enforcement,E6 Commercial Waste Disposal,Closed,4,,,3.0000000000000000
2010,QUEENS,406,Other Enforcement,ECR Commercial Routing Sticker,Closed,1,,,0.00000000000000000000
2010,QUEENS,406,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Closed,52,,,1.3076923076923077
2010,QUEENS,406,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Closed,8,,,3.8750000000000000
2010,QUEENS,406,Recycling Enforcement,ER2 Resident Recyc. (Tenant),Closed,3,,,3.0000000000000000
2010,QUEENS,406,Recycling Enforcement,ER4 City Agency (Inst. Recycling),Closed,1,,,6.0000000000000000
2010,QUEENS,406,Recycling Enforcement,ER6 Comm. Recyc. (Comm. Tenant),Closed,1,,,13.0000000000000000
2010,QUEENS,406,Sanitation Condition,12 Dead Animals,Closed,78,,,1.0384615384615385
2010,QUEENS,406,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Closed,189,,,1.6772486772486772
2010,QUEENS,406,Sanitation Condition,22 Weeds,Closed,23,,,1.3913043478260870
2010,QUEENS,406,snow,15I Street Condition Ice-Non Storm,Closed,6,,,0.83333333333333333333
2010,QUEENS,406,snow,15S Re-Plow/Spread/Ice-Snow Cond.,Closed,40,,,0.57500000000000000000
2010,QUEENS,406,snow,5 Un-Plowed/Spread Street,Closed,4,,,0.75000000000000000000
2010,QUEENS,406,snow,E9 Snow / Icy Sidewalk,Closed,111,,,6.7657657657657658
2010,QUEENS,406,Sweeping Complaint,3 Sweeping/Missed-Inadequate,Closed,24,,,1.6250000000000000
2010,QUEENS,406,Vacant Lot,8 Request to Clean Vacant Lot,Closed,5,,,14.0000000000000000
2010,QUEENS,407,Adopt-A-Basket,10A Adopt-A-Basket,Closed,1,,,4.0000000000000000
2010,QUEENS,407,Collection Truck Noise,21 Collection Truck Noise,Closed,5,,,2.0000000000000000
2010,QUEENS,407,Derelict Vehicles,14 Derelict Vehicles,Closed,1,,,0.00000000000000000000
2010,QUEENS,407,Derelict Vehicles,Derelict Vehicles,Closed,360,,,1.0944444444444444
2010,QUEENS,407,Dirty Conditions,E1 Improper Disposal,Closed,44,,,3.1590909090909091
2010,QUEENS,407,Dirty Conditions,E11 Litter Surveillance,Closed,16,,,4.6875000000000000
2010,QUEENS,407,Dirty Conditions,E12 Illegal Dumping Surveillance,Closed,54,,,6.2037037037037037
2010,QUEENS,407,Dirty Conditions,E13 Throw-Out,Closed,4,,,3.2500000000000000
2010,QUEENS,407,Dirty Conditions,E15 Illegal Postering,Closed,656,,,2.8719512195121951
2010,QUEENS,407,Dirty Conditions,E1A Litter Basket / Improper Use,Closed,2,,,1.00000000000000000000
2010,QUEENS,407,Dirty Conditions,E2 Receptacle Violation,Closed,33,,,1.5454545454545455
2010,QUEENS,407,Dirty Conditions,E3 Dirty Sidewalk,Closed,145,,,3.8068965517241379
2010,QUEENS,407,Dirty Conditions,E3A Dirty Area/Alleyway,Closed,144,,,3.7847222222222222
2010,QUEENS,407,Dirty Conditions,"E4 18"" Law",Closed,37,,,3.7297297297297297
2010,QUEENS,407,Dirty Conditions,E5 Loose Rubbish,Closed,27,,,2.5555555555555556
2010,QUEENS,407,Dirty Conditions,E8 Canine Violation,Closed,94,,,2.6702127659574468
2010,QUEENS,407,Graffiti,Graffiti,Closed,288,,,94.5138888888888889
2010,QUEENS,407,Graffiti,Graffiti,Open,13,4343.6153846153846154,4424.5000000000000000,
2010,QUEENS,407,Litter Basket Complaint,10 Litter Basket / Request,Closed,55,,,1.4909090909090909
2010,QUEENS,407,Missed Collection,1 Missed Collection,Closed,333,,,1.1351351351351351
2010,QUEENS,407,Missed Collection,1C Uncollected Xmas Trees,Closed,8,,,0.37500000000000000000
2010,QUEENS,407,Missed Collection,1R Missed Recycling-All Materials,Closed,161,,,0.77018633540372670807
2010,QUEENS,407,Missed Collection,1RB Missed Recycling - M/G/Pl,Closed,39,,,1.00000000000000000000
2010,QUEENS,407,Missed Collection,1RG Missed Recycling Paper,Closed,24,,,1.0416666666666667
2010,QUEENS,407,Missed Collection,2 Bulk-Missed Collection,Closed,112,,,1.3392857142857143
2010,QUEENS,407,Missed Collection,2R Bulk-Missed Recy Collection,Closed,13,,,1.00000000000000000000
2010,QUEENS,407,Other Enforcement,E10 Obstruction (Street/Sidewalk),Closed,42,,,1.6904761904761905
2010,QUEENS,407,Other Enforcement,E2A Storage Of Receptacles,Closed,47,,,3.6808510638297872
2010,QUEENS,407,Other Enforcement,E30 Transfer Station,Closed,1,,,1.00000000000000000000
2010,QUEENS,407,Other Enforcement,E6 Commercial Waste Disposal,Closed,16,,,3.4375000000000000
2010,QUEENS,407,Other Enforcement,ECR Commercial Routing Sticker,Closed,1,,,4.0000000000000000
2010,QUEENS,407,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Closed,14,,,0.92857142857142857143
2010,QUEENS,407,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Closed,18,,,4.4444444444444444
2010,QUEENS,407,Recycling Enforcement,ER2 Resident Recyc. (Tenant),Closed,5,,,4.4000000000000000
2010,QUEENS,407,Recycling Enforcement,ER4 City Agency (Inst. Recycling),Closed,1,,,9.0000000000000000
2010,QUEENS,407,Sanitation Condition,12 Dead Animals,Closed,251,,,1.0597609561752988
2010,QUEENS,407,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Closed,463,,,1.2159827213822894
2010,QUEENS,407,Sanitation Condition,22 Weeds,Closed,46,,,1.5652173913043478
2010,QUEENS,407,Sanitation Condition,9 Spill/Oil etc,Closed,2,,,0.00000000000000000000
2010,QUEENS,407,snow,15I Street Condition Ice-Non Storm,Closed,25,,,0.48000000000000000000
2010,QUEENS,407,snow,15S Re-Plow/Spread/Ice-Snow Cond.,Closed,101,,,0.48514851485148514851
2010,QUEENS,407,snow,5 Un-Plowed/Spread Street,Closed,8,,,0.50000000000000000000
2010,QUEENS,407,snow,E9 Snow / Icy Sidewalk,Closed,98,,,8.1632653061224490
2010,QUEENS,407,Sweeping Complaint,3 Sweeping/Missed-Inadequate,Closed,25,,,1.1600000000000000
2010,QUEENS,407,Vacant Lot,8 Request to Clean Vacant Lot,Closed,30,,,13.8666666666666667
2010,QUEENS,407,Vacant Lot,8 Request to Clean Vacant Lot,Open,3,4341.6666666666666667,,
2010,QUEENS,408,Collection Truck Noise,21 Collection Truck Noise,Closed,5,,,1.2000000000000000
2010,QUEENS,408,Derelict Vehicles,Derelict Vehicles,Closed,116,,,1.9482758620689655
2010,QUEENS,408,Dirty Conditions,E1 Improper Disposal,Closed,41,,,3.4634146341463415
2010,QUEENS,408,Dirty Conditions,E11 Litter Surveillance,Closed,11,,,5.6363636363636364
2010,QUEENS,408,Dirty Conditions,E12 Illegal Dumping Surveillance,Closed,25,,,5.3200000000000000
2010,QUEENS,408,Dirty Conditions,E15 Illegal Postering,Closed,650,,,2.5707692307692308
2010,QUEENS,408,Dirty Conditions,E1A Litter Basket / Improper Use,Closed,15,,,5.6000000000000000
2010,QUEENS,408,Dirty Conditions,E2 Receptacle Violation,Closed,20,,,0.95000000000000000000
2010,QUEENS,408,Dirty Conditions,E3 Dirty Sidewalk,Closed,78,,,3.5769230769230769
2010,QUEENS,408,Dirty Conditions,E3A Dirty Area/Alleyway,Closed,169,,,3.5207100591715976
2010,QUEENS,408,Dirty Conditions,"E4 18"" Law",Closed,8,,,3.5000000000000000
2010,QUEENS,408,Dirty Conditions,E5 Loose Rubbish,Closed,20,,,3.3500000000000000
2010,QUEENS,408,Dirty Conditions,E8 Canine Violation,Closed,50,,,2.0000000000000000
2010,QUEENS,408,Graffiti,Graffiti,Closed,55,,,61.7272727272727273
2010,QUEENS,408,Graffiti,Graffiti,Open,5,4280.6000000000000000,,
2010,QUEENS,408,Litter Basket Complaint,10 Litter Basket / Request,Closed,42,,,1.3571428571428571
2010,QUEENS,408,Missed Collection,1 Missed Collection,Closed,394,,,1.2817258883248731
2010,QUEENS,408,Missed Collection,1C Uncollected Xmas Trees,Closed,2,,,0.50000000000000000000
2010,QUEENS,408,Missed Collection,1R Missed Recycling-All Materials,Closed,155,,,1.2000000000000000
2010,QUEENS,408,Missed Collection,1RB Missed Recycling - M/G/Pl,Closed,25,,,2.3200000000000000
2010,QUEENS,408,Missed Collection,1RG Missed Recycling Paper,Closed,25,,,1.2800000000000000
2010,QUEENS,408,Missed Collection,2 Bulk-Missed Collection,Closed,63,,,1.2698412698412698
2010,QUEENS,408,Missed Collection,2R Bulk-Missed Recy Collection,Closed,8,,,1.00000000000000000000
2010,QUEENS,408,Other Enforcement,E10 Obstruction (Street/Sidewalk),Closed,29,,,1.2758620689655172
2010,QUEENS,408,Other Enforcement,E14 ASP/Restricted Parking,Closed,2,,,2.5000000000000000
2010,QUEENS,408,Other Enforcement,E2A Storage Of Receptacles,Closed,50,,,3.0200000000000000
2010,QUEENS,408,Other Enforcement,E6 Commercial Waste Disposal,Closed,9,,,3.7777777777777778
2010,QUEENS,408,Other Enforcement,ECR Commercial Routing Sticker,Closed,1,,,1.00000000000000000000
2010,QUEENS,408,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Closed,87,,,1.3448275862068966
2010,QUEENS,408,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Closed,8,,,3.6250000000000000
2010,QUEENS,408,Recycling Enforcement,ER2 Resident Recyc. (Tenant),Closed,1,,,2.0000000000000000
2010,QUEENS,408,Recycling Enforcement,ER6 Comm. Recyc. (Comm. Tenant),Closed,1,,,11.0000000000000000
2010,QUEENS,408,Sanitation Condition,12 Dead Animals,Closed,201,,,1.1094527363184080
2010,QUEENS,408,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Closed,255,,,1.4196078431372549
2010,QUEENS,408,Sanitation Condition,15R Street Cond/Ref.W Door,Closed,2,,,1.5000000000000000
2010,QUEENS,408,Sanitation Condition,22 Weeds,Closed,27,,,1.1111111111111111
2010,QUEENS,408,snow,15I Street Condition Ice-Non Storm,Closed,23,,,0.69565217391304347826
2010,QUEENS,408,snow,15S Re-Plow/Spread/Ice-Snow Cond.,Closed,86,,,0.87209302325581395349
2010,QUEENS,408,snow,5 Un-Plowed/Spread Street,Closed,6,,,0.16666666666666666667
2010,QUEENS,408,snow,E9 Snow / Icy Sidewalk,Closed,140,,,6.9785714285714286
2010,QUEENS,408,Sweeping Complaint,3 Sweeping/Missed-Inadequate,Closed,33,,,1.00000000000000000000
2010,QUEENS,408,Vacant Lot,8 Request to Clean Vacant Lot,Closed,15,,,8.7333333333333333
2010,QUEENS,408,Vacant Lot,8 Request to Clean Vacant Lot,Open,3,4363.6666666666666667,,
2010,QUEENS,409,Collection Truck Noise,21 Collection Truck Noise,Closed,1,,,0.00000000000000000000
2010,QUEENS,409,Derelict Vehicles,Derelict Vehicles,Closed,478,,,2.8221757322175732
2010,QUEENS,409,Dirty Conditions,E1 Improper Disposal,Closed,81,,,4.1851851851851852
2010,QUEENS,409,Dirty Conditions,E11 Litter Surveillance,Closed,11,,,3.1818181818181818
2010,QUEENS,409,Dirty Conditions,E12 Illegal Dumping Surveillance,Closed,70,,,7.1428571428571429
2010,QUEENS,409,Dirty Conditions,E13 Throw-Out,Closed,1,,,2.0000000000000000
2010,QUEENS,409,Dirty Conditions,E15 Illegal Postering,Closed,475,,,2.3284210526315789
2010,QUEENS,409,Dirty Conditions,E1A Litter Basket / Improper Use,Closed,18,,,3.5555555555555556
2010,QUEENS,409,Dirty Conditions,E2 Receptacle Violation,Closed,21,,,2.7619047619047619
2010,QUEENS,409,Dirty Conditions,E3 Dirty Sidewalk,Closed,137,,,3.5547445255474453
2010,QUEENS,409,Dirty Conditions,E3A Dirty Area/Alleyway,Closed,157,,,3.7707006369426752
2010,QUEENS,409,Dirty Conditions,"E4 18"" Law",Closed,25,,,3.7600000000000000
2010,QUEENS,409,Dirty Conditions,E5 Loose Rubbish,Closed,20,,,3.1000000000000000
2010,QUEENS,409,Dirty Conditions,E8 Canine Violation,Closed,102,,,2.2450980392156863
2010,QUEENS,409,Graffiti,Graffiti,Closed,336,,,71.3541666666666667
2010,QUEENS,409,Graffiti,Graffiti,Open,4,4295.7500000000000000,,
2010,QUEENS,409,Litter Basket Complaint,10 Litter Basket / Request,Closed,45,,,2.4444444444444444
2010,QUEENS,409,Missed Collection,1 Missed Collection,Closed,117,,,1.3760683760683761
2010,QUEENS,409,Missed Collection,1C Uncollected Xmas Trees,Closed,5,,,1.6000000000000000
2010,QUEENS,409,Missed Collection,1R Missed Recycling-All Materials,Closed,42,,,1.1428571428571429
2010,QUEENS,409,Missed Collection,1RB Missed Recycling - M/G/Pl,Closed,6,,,1.00000000000000000000
2010,QUEENS,409,Missed Collection,1RG Missed Recycling Paper,Closed,6,,,1.1666666666666667
2010,QUEENS,409,Missed Collection,2 Bulk-Missed Collection,Closed,23,,,1.4347826086956522
2010,QUEENS,409,Missed Collection,2R Bulk-Missed Recy Collection,Closed,8,,,1.3750000000000000
2010,QUEENS,409,Other Enforcement,E10 Obstruction (Street/Sidewalk),Closed,34,,,1.5882352941176471
2010,QUEENS,409,Other Enforcement,E14 ASP/Restricted Parking,Closed,2,,,1.5000000000000000
2010,QUEENS,409,Other Enforcement,E2A Storage Of Receptacles,Closed,32,,,3.7812500000000000
2010,QUEENS,409,Other Enforcement,E6 Commercial Waste Disposal,Closed,8,,,3.1250000000000000
2010,QUEENS,409,Other Enforcement,ECR Commercial Routing Sticker,Closed,6,,,5.8333333333333333
2010,QUEENS,409,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Closed,47,,,1.2340425531914894
2010,QUEENS,409,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Closed,5,,,3.0000000000000000
2010,QUEENS,409,Recycling Enforcement,ER2 Resident Recyc. (Tenant),Closed,4,,,2.7500000000000000
2010,QUEENS,409,Recycling Enforcement,ER4 City Agency (Inst. Recycling),Closed,1,,,4.0000000000000000
2010,QUEENS,409,Sanitation Condition,12 Dead Animals,Closed,182,,,1.2032967032967033
2010,QUEENS,409,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Closed,462,,,1.6190476190476190
2010,QUEENS,409,Sanitation Condition,15R Street Cond/Ref.W Door,Closed,2,,,0.50000000000000000000
2010,QUEENS,409,Sanitation Condition,22 Weeds,Closed,29,,,2.0344827586206897
2010,QUEENS,409,Sanitation Condition,9 Spill/Oil etc,Closed,1,,,1.00000000000000000000
2010,QUEENS,409,snow,15I Street Condition Ice-Non Storm,Closed,20,,,1.0500000000000000
2010,QUEENS,409,snow,15S Re-Plow/Spread/Ice-Snow Cond.,Closed,112,,,0.47321428571428571429
2010,QUEENS,409,snow,5 Un-Plowed/Spread Street,Closed,17,,,0.82352941176470588235
2010,QUEENS,409,snow,E9 Snow / Icy Sidewalk,Closed,86,,,5.4767441860465116
2010,QUEENS,409,Sweeping Complaint,3 Sweeping/Missed-Inadequate,Closed,9,,,1.3333333333333333
2010,QUEENS,409,Vacant Lot,8 Request to Clean Vacant Lot,Closed,14,,,12.0000000000000000
2010,QUEENS,410,Derelict Vehicles,Derelict Vehicles,Closed,349,,,1.0659025787965616
2010,QUEENS,410,Dirty Conditions,E1 Improper Disposal,Closed,59,,,3.4067796610169492
