year,borough,complaint_type,status_cal,count,avg,avg,avg
2013,STATEN ISLAND,Dirty Conditions,Closed,2081,,,6.3647284959154253
2013,STATEN ISLAND,Graffiti,Closed,252,,,118.4960317460317460
2013,STATEN ISLAND,Graffiti,Open,56,3242.5178571428571429,3149.0000000000000000,
2013,STATEN ISLAND,Litter Basket Complaint,Closed,240,,,1.8458333333333333
2013,STATEN ISLAND,Missed Collection,Closed,3808,,,1.8623949579831933
2013,STATEN ISLAND,Missed Collection,Open,1,3244.0000000000000000,,
2013,STATEN ISLAND,Other Enforcement,Closed,357,,,5.1484593837535014
2013,STATEN ISLAND,Overflowing Litter Baskets,Closed,267,,,1.5468164794007491
2013,STATEN ISLAND,Recycling Enforcement,Closed,44,,,6.0227272727272727
2013,STATEN ISLAND,Sanitation Condition,Closed,2383,,,1.8367603860679815
2013,STATEN ISLAND,snow,Closed,400,,,1.4175000000000000
2013,STATEN ISLAND,Sweeping Complaint,Closed,3,,,1.00000000000000000000
2013,STATEN ISLAND,Vacant Lot,Closed,557,,,23.8689407540394973
2013,Unspecified,Adopt-A-Basket,Closed,1,,,0.00000000000000000000
2013,Unspecified,Derelict Bicycle,Closed,1,,,1.00000000000000000000
2013,Unspecified,Dirty Conditions,Closed,631,,,1.0427892234548336
2013,Unspecified,Litter Basket Complaint,Closed,9,,,1.7777777777777778
2013,Unspecified,Other Enforcement,Closed,8,,,2.7500000000000000
2013,Unspecified,Overflowing Litter Baskets,Closed,2,,,0.50000000000000000000
2013,Unspecified,Sanitation Condition,Closed,54,,,1.6666666666666667
2013,Unspecified,Sweeping Complaint,Closed,1,,,2.0000000000000000
2013,Unspecified,Vacant Lot,Closed,6,,,5.8333333333333333
2013,,Derelict Vehicles,Closed,879,,,1.6609783845278726
2014,BRONX,Adopt-A-Basket,Closed,3,,,3.6666666666666667
2014,BRONX,Collection Truck Noise,Closed,10,,,2.4000000000000000
2014,BRONX,Derelict Bicycle,Closed,5,,,3.0000000000000000
2014,BRONX,Derelict Vehicles,Closed,2178,,,1.1547291092745638
2014,BRONX,Dirty Conditions,Closed,5147,,,2.5488634155818924
2014,BRONX,Dirty Conditions,Open,1,2757.0000000000000000,,
2014,BRONX,Graffiti,Closed,2715,,,114.5197053406998158
2014,BRONX,Graffiti,Open,485,2849.7938144329896907,2742.2857142857142857,
2014,BRONX,Litter Basket Complaint,Closed,302,,,1.4503311258278146
2014,BRONX,Litter Basket Complaint,Open,6,2796.0000000000000000,,
2014,BRONX,Missed Collection,Closed,1590,,,1.6232704402515723
2014,BRONX,Missed Collection,Open,1,2752.0000000000000000,,
2014,BRONX,Other Enforcement,Closed,434,,,1.8640552995391705
2014,BRONX,Other Enforcement,Open,2,2830.5000000000000000,,
2014,BRONX,Overflowing Litter Baskets,Closed,113,,,1.4513274336283186
2014,BRONX,Overflowing Recycling Baskets,Closed,2,,,0.50000000000000000000
2014,BRONX,Recycling Enforcement,Closed,62,,,2.7580645161290323
2014,BRONX,Request Xmas Tree Collection,Closed,78,,,1.8846153846153846
2014,BRONX,Sanitation Condition,Closed,3181,,,1.3718956303049356
2014,BRONX,Sanitation Condition,Open,1,2757.0000000000000000,,
2014,BRONX,snow,Closed,2254,,,3.2848269742679681
2014,BRONX,Sweeping Complaint,Closed,128,,,1.4375000000000000
2014,BRONX,Sweeping Complaint,Open,1,2694.0000000000000000,,
2014,BRONX,Vacant Lot,Closed,250,,,101.3280000000000000
2014,BRONX,Vacant Lot,Open,2,2768.0000000000000000,,
2014,BROOKLYN,Adopt-A-Basket,Closed,11,,,3.4545454545454545
2014,BROOKLYN,Collection Truck Noise,Closed,40,,,1.9250000000000000
2014,BROOKLYN,Derelict Bicycle,Closed,454,,,2.8017621145374449
2014,BROOKLYN,Derelict Bicycle,Open,73,2794.3150684931506849,,
2014,BROOKLYN,Derelict Vehicles,Closed,5272,,,1.3179059180576631
2014,BROOKLYN,Dirty Conditions,Closed,10680,,,5.8764044943820225
2014,BROOKLYN,Dirty Conditions,Open,6,2829.5000000000000000,,
2014,BROOKLYN,Graffiti,Closed,6378,,,119.0699278770774537
2014,BROOKLYN,Graffiti,Open,593,2851.6424957841483980,2764.4729729729729730,
2014,BROOKLYN,Litter Basket Complaint,Closed,907,,,1.9173098125689085
2014,BROOKLYN,Litter Basket Complaint,Open,145,2793.4344827586206897,,
2014,BROOKLYN,Missed Collection,Closed,6329,,,1.8382050876915784
2014,BROOKLYN,Missed Collection,Open,10,2766.0000000000000000,,
2014,BROOKLYN,Other Enforcement,Closed,1979,,,4.2152602324406266
2014,BROOKLYN,Other Enforcement,Open,9,2770.4444444444444444,,
2014,BROOKLYN,Overflowing Litter Baskets,Closed,289,,,1.5570934256055363
2014,BROOKLYN,Overflowing Litter Baskets,Open,1,2759.0000000000000000,,
2014,BROOKLYN,Overflowing Recycling Baskets,Closed,5,,,2.4000000000000000
2014,BROOKLYN,Recycling Enforcement,Closed,333,,,7.3123123123123123
2014,BROOKLYN,Request Xmas Tree Collection,Closed,252,,,1.7341269841269841
2014,BROOKLYN,Sanitation Condition,Closed,10459,,,1.76728176689932115881
2014,BROOKLYN,Sanitation Condition,Open,10,2779.2000000000000000,,
2014,BROOKLYN,snow,Closed,4611,,,7.9188896117978746
2014,BROOKLYN,Sweeping Complaint,Closed,1231,,,2.3379366368805849
2014,BROOKLYN,Sweeping Complaint,Open,1,2738.0000000000000000,,
2014,BROOKLYN,Vacant Lot,Closed,757,,,59.8863936591809775
2014,BROOKLYN,Vacant Lot,Open,8,2825.1250000000000000,,
2014,MANHATTAN,Adopt-A-Basket,Closed,11,,,2.0000000000000000
2014,MANHATTAN,Collection Truck Noise,Closed,75,,,1.4800000000000000
2014,MANHATTAN,Derelict Bicycle,Closed,531,,,2.0583804143126177
2014,MANHATTAN,Derelict Bicycle,Open,76,2793.9078947368421053,,
2014,MANHATTAN,Derelict Vehicles,Closed,363,,,1.6473829201101928
2014,MANHATTAN,Dirty Conditions,Closed,4781,,,2.8903994980129680
2014,MANHATTAN,Dirty Conditions,Open,6,2836.5000000000000000,,
2014,MANHATTAN,Graffiti,Closed,2206,,,120.5784224841341795
2014,MANHATTAN,Graffiti,Open,283,2868.8586572438162544,2794.0723684210526316,
2014,MANHATTAN,Litter Basket Complaint,Closed,663,,,1.2926093514328808
2014,MANHATTAN,Litter Basket Complaint,Open,122,2766.8196721311475410,,
2014,MANHATTAN,Missed Collection,Closed,2045,,,1.0938875305623472
2014,MANHATTAN,Other Enforcement,Closed,1279,,,1.9835809225957780
2014,MANHATTAN,Other Enforcement,Open,3,2826.0000000000000000,,
2014,MANHATTAN,Overflowing Litter Baskets,Closed,303,,,1.2178217821782178
2014,MANHATTAN,Overflowing Recycling Baskets,Closed,29,,,0.65517241379310344828
2014,MANHATTAN,Recycling Enforcement,Closed,181,,,4.0497237569060773
2014,MANHATTAN,Request Xmas Tree Collection,Closed,49,,,0.57142857142857142857
2014,MANHATTAN,Sanitation Condition,Closed,2814,,,1.0223880597014925
2014,MANHATTAN,Sanitation Condition,Open,16,2811.7500000000000000,,
2014,MANHATTAN,snow,Closed,1420,,,5.5274647887323944
2014,MANHATTAN,Sweeping Complaint,Closed,243,,,1.5720164609053498
2014,MANHATTAN,Vacant Lot,Closed,87,,,55.5517241379310345
2014,MANHATTAN,Vacant Lot,Open,4,2885.0000000000000000,,
2014,QUEENS,Adopt-A-Basket,Closed,7,,,1.7142857142857143
2014,QUEENS,Collection Truck Noise,Closed,52,,,0.71153846153846153846
2014,QUEENS,Derelict Bicycle,Closed,54,,,1.2962962962962963
2014,QUEENS,Derelict Bicycle,Open,18,2761.7777777777777778,,
2014,QUEENS,Derelict Vehicles,Closed,3800,,,0.77789473684210526316
2014,QUEENS,Dirty Conditions,Closed,9758,,,4.1313793810207010
2014,QUEENS,Dirty Conditions,Open,4,2820.5000000000000000,,
2014,QUEENS,Graffiti,Closed,2581,,,122.4866330879504068
2014,QUEENS,Graffiti,Open,360,2896.2611111111111111,2794.5072463768115942,
2014,QUEENS,Litter Basket Complaint,Closed,375,,,1.3840000000000000
2014,QUEENS,Litter Basket Complaint,Open,186,2793.1935483870967742,,
2014,QUEENS,Missed Collection,Closed,7186,,,1.3935430002783190
2014,QUEENS,Missed Collection,Open,42,2773.8571428571428571,,
2014,QUEENS,Other Enforcement,Closed,1461,,,2.6208076659822040
2014,QUEENS,Other Enforcement,Open,2,2840.0000000000000000,,
2014,QUEENS,Overflowing Litter Baskets,Closed,262,,,0.93129770992366412214
2014,QUEENS,Overflowing Litter Baskets,Open,1,2802.0000000000000000,,
2014,QUEENS,Overflowing Recycling Baskets,Closed,16,,,1.00000000000000000000
2014,QUEENS,Recycling Enforcement,Closed,175,,,4.5771428571428571
2014,QUEENS,Request Xmas Tree Collection,Closed,181,,,0.97790055248618784530
2014,QUEENS,Sanitation Condition,Closed,8278,,,1.2382217927035516
2014,QUEENS,Sanitation Condition,Open,9,2792.7777777777777778,,
2014,QUEENS,snow,Closed,4407,,,5.0714771953710007
2014,QUEENS,Sweeping Complaint,Closed,416,,,1.3413461538461538
2014,QUEENS,Sweeping Complaint,Open,13,2741.6153846153846154,,
2014,QUEENS,Vacant Lot,Closed,556,,,63.8219424460431655
2014,QUEENS,Vacant Lot,Open,10,2789.6000000000000000,,
2014,STATEN ISLAND,Adopt-A-Basket,Closed,1,,,1.00000000000000000000
2014,STATEN ISLAND,Collection Truck Noise,Closed,9,,,1.00000000000000000000
2014,STATEN ISLAND,Derelict Bicycle,Closed,1,,,3.0000000000000000
2014,STATEN ISLAND,Derelict Vehicles,Closed,693,,,1.5266955266955267
2014,STATEN ISLAND,Dirty Conditions,Closed,2117,,,2.7628719886632026
2014,STATEN ISLAND,Graffiti,Closed,234,,,110.6666666666666667
2014,STATEN ISLAND,Graffiti,Open,54,2863.2407407407407407,2630.6666666666666667,
2014,STATEN ISLAND,Litter Basket Complaint,Closed,197,,,1.9746192893401015
2014,STATEN ISLAND,Litter Basket Complaint,Open,6,2834.5000000000000000,,
2014,STATEN ISLAND,Missed Collection,Closed,4382,,,2.3044272021907805
2014,STATEN ISLAND,Missed Collection,Open,4,2864.2500000000000000,,
2014,STATEN ISLAND,Other Enforcement,Closed,389,,,2.5321336760925450
2014,STATEN ISLAND,Overflowing Litter Baskets,Closed,115,,,1.7391304347826087
2014,STATEN ISLAND,Overflowing Recycling Baskets,Closed,3,,,46.0000000000000000
2014,STATEN ISLAND,Recycling Enforcement,Closed,38,,,3.8421052631578947
2014,STATEN ISLAND,Request Xmas Tree Collection,Closed,114,,,1.4210526315789474
2014,STATEN ISLAND,Sanitation Condition,Closed,2322,,,1.7928509905254091
2014,STATEN ISLAND,snow,Closed,2072,,,2.4295366795366795
2014,STATEN ISLAND,Sweeping Complaint,Closed,6,,,0.83333333333333333333
2014,STATEN ISLAND,Vacant Lot,Closed,368,,,65.8315217391304348
2014,STATEN ISLAND,Vacant Lot,Open,4,2779.2500000000000000,,
2014,Unspecified,Dirty Conditions,Closed,130,,,0.82307692307692307692
2014,Unspecified,Litter Basket Complaint,Closed,6,,,0.83333333333333333333
2014,Unspecified,Overflowing Litter Baskets,Closed,3,,,1.00000000000000000000
2014,Unspecified,Sanitation Condition,Closed,59,,,1.4067796610169492
2014,Unspecified,Sweeping Complaint,Closed,2,,,1.00000000000000000000
2014,Unspecified,Vacant Lot,Closed,2,,,2.0000000000000000
2014,,Derelict Vehicles,Closed,325,,,1.3046153846153846
2015,BRONX,Adopt-A-Basket,Closed,10,,,1.8000000000000000
2015,BRONX,Collection Truck Noise,Closed,18,,,1.6666666666666667
2015,BRONX,Derelict Bicycle,Closed,8,,,2.1250000000000000
2015,BRONX,Derelict Vehicles,Closed,3523,,,1.2319046267385751
2015,BRONX,Dirty Conditions,Closed,5071,,,2.2076513508183790
2015,BRONX,Graffiti,Closed,1816,,,77.5286343612334802
2015,BRONX,Graffiti,Open,206,2473.1067961165048544,2380.9014084507042254,
2015,BRONX,Litter Basket Complaint,Closed,249,,,1.8152610441767068
2015,BRONX,Litter Basket Complaint,Open,25,2419.6400000000000000,,
2015,BRONX,Missed Collection,Closed,1832,,,1.4224890829694323
2015,BRONX,Other Enforcement,Closed,590,,,1.9254237288135593
2015,BRONX,Overflowing Litter Baskets,Closed,179,,,1.0726256983240223
2015,BRONX,Overflowing Recycling Baskets,Closed,3,,,0.66666666666666666667
2015,BRONX,Recycling Enforcement,Closed,72,,,1.5277777777777778
2015,BRONX,Sanitation Condition,Closed,3875,,,1.4725161290322581
2015,BRONX,Sanitation Condition,Open,2,2552.5000000000000000,,
2015,BRONX,snow,Closed,1747,,,1.7830566685746995
2015,BRONX,Sweeping Complaint,Closed,124,,,1.5161290322580645
2015,BRONX,Vacant Lot,Closed,312,,,42.7660256410256410
2015,BRONX,Vacant Lot,Open,2,2610.0000000000000000,,
2015,BROOKLYN,Adopt-A-Basket,Closed,25,,,3.0400000000000000
2015,BROOKLYN,Collection Truck Noise,Closed,44,,,1.0227272727272727
2015,BROOKLYN,Derelict Bicycle,Closed,465,,,4.0301075268817204
2015,BROOKLYN,Derelict Bicycle,Open,148,2504.5202702702702703,,
2015,BROOKLYN,Derelict Vehicles,Closed,7956,,,1.2438411261940674
2015,BROOKLYN,Dirty Conditions,Closed,11339,,,4.4996031396066673
2015,BROOKLYN,Dirty Conditions,Open,3,2517.3333333333333333,,
2015,BROOKLYN,Foam Ban Enforcement,Closed,4,,,20.0000000000000000
2015,BROOKLYN,Graffiti,Closed,5986,,,87.8376211159371868
2015,BROOKLYN,Graffiti,Open,554,2522.4151624548736462,2409.6327683615819209,
2015,BROOKLYN,Litter Basket Complaint,Closed,625,,,-65.4032000000000000
2015,BROOKLYN,Litter Basket Complaint,Open,368,2488.2418478260869565,,
2015,BROOKLYN,Missed Collection,Closed,8039,,,2.3286478417713646
2015,BROOKLYN,Missed Collection,Open,16,2519.0000000000000000,,
2015,BROOKLYN,Other Enforcement,Closed,2211,,,3.1221166892808684
2015,BROOKLYN,Other Enforcement,Open,2,2538.5000000000000000,,
2015,BROOKLYN,Overflowing Litter Baskets,Closed,433,,,1.5242494226327945
2015,BROOKLYN,Overflowing Litter Baskets,Open,2,2439.0000000000000000,,
2015,BROOKLYN,Overflowing Recycling Baskets,Closed,8,,,2.7500000000000000
2015,BROOKLYN,Recycling Enforcement,Closed,229,,,3.8384279475982533
2015,BROOKLYN,Sanitation Condition,Closed,12007,,,1.9720163238111102
2015,BROOKLYN,Sanitation Condition,Open,69,2482.5942028985507246,,
2015,BROOKLYN,snow,Closed,4101,,,4.8466227749329432
2015,BROOKLYN,snow,Open,1,2623.0000000000000000,,
2015,BROOKLYN,Sweeping Complaint,Closed,990,,,2.3646464646464646
2015,BROOKLYN,Sweeping Complaint,Open,4,2576.7500000000000000,,
2015,BROOKLYN,Vacant Lot,Closed,695,,,41.5625899280575540
2015,BROOKLYN,Vacant Lot,Open,3,2574.6666666666666667,,
2015,MANHATTAN,Adopt-A-Basket,Closed,12,,,3.8333333333333333
2015,MANHATTAN,Collection Truck Noise,Closed,79,,,1.2278481012658228
2015,MANHATTAN,Derelict Bicycle,Closed,394,,,4.2588832487309645
2015,MANHATTAN,Derelict Bicycle,Open,131,2530.1755725190839695,,
2015,MANHATTAN,Derelict Vehicles,Closed,417,,,3.6714628297362110
2015,MANHATTAN,Dirty Conditions,Closed,5019,,,2.2002390914524806
2015,MANHATTAN,Dirty Conditions,Open,2,2623.5000000000000000,,
2015,MANHATTAN,Foam Ban Enforcement,Closed,6,,,2.3333333333333333
2015,MANHATTAN,Graffiti,Closed,2192,,,97.2901459854014599
2015,MANHATTAN,Graffiti,Open,255,2453.4470588235294118,2384.0164835164835165,
2015,MANHATTAN,Litter Basket Complaint,Closed,329,,,1.4893617021276596
2015,MANHATTAN,Litter Basket Complaint,Open,293,2521.2013651877133106,,
2015,MANHATTAN,Missed Collection,Closed,2538,,,1.2344365642237983
2015,MANHATTAN,Missed Collection,Open,1,2624.0000000000000000,,
2015,MANHATTAN,Other Enforcement,Closed,1491,,,1.7786720321931590
2015,MANHATTAN,Overflowing Litter Baskets,Closed,466,,,1.1437768240343348
2015,MANHATTAN,Overflowing Litter Baskets,Open,1,2473.0000000000000000,,
2015,MANHATTAN,Overflowing Recycling Baskets,Closed,18,,,1.3333333333333333
2015,MANHATTAN,Recycling Enforcement,Closed,165,,,4.2484848484848485
2015,MANHATTAN,Sanitation Condition,Closed,3421,,,1.1622332651271558
2015,MANHATTAN,Sanitation Condition,Open,1,2466.0000000000000000,,
2015,MANHATTAN,snow,Closed,1021,,,3.5083251714005877
2015,MANHATTAN,Sweeping Complaint,Closed,242,,,2.2851239669421488
2015,MANHATTAN,Vacant Lot,Closed,97,,,30.7938144329896907
2015,MANHATTAN,Vacant Lot,Open,2,2517.5000000000000000,,
2015,QUEENS,Adopt-A-Basket,Closed,9,,,3.7777777777777778
2015,QUEENS,Collection Truck Noise,Closed,41,,,1.4878048780487805
2015,QUEENS,Derelict Bicycle,Closed,113,,,1.6991150442477876
2015,QUEENS,Derelict Bicycle,Open,22,2500.6363636363636364,,
2015,QUEENS,Derelict Vehicles,Closed,5715,,,0.70778652668416447944
2015,QUEENS,Dirty Conditions,Closed,9905,,,5.4449268046441191
2015,QUEENS,Dirty Conditions,Open,6,2475.3333333333333333,,
2015,QUEENS,Foam Ban Enforcement,Closed,6,,,13.0000000000000000
2015,QUEENS,Graffiti,Closed,2059,,,108.7741622146673142
2015,QUEENS,Graffiti,Open,242,2511.7066115702479339,2408.6428571428571429,
2015,QUEENS,Litter Basket Complaint,Closed,216,,,1.7222222222222222
2015,QUEENS,Litter Basket Complaint,Open,321,2509.0654205607476636,,
2015,QUEENS,Missed Collection,Closed,8255,,,-3.6193821926105391
2015,QUEENS,Missed Collection,Open,305,2515.2950819672131148,,
2015,QUEENS,Other Enforcement,Closed,1754,,,3.7770809578107184
2015,QUEENS,Other Enforcement,Open,3,2485.3333333333333333,,
2015,QUEENS,Overflowing Litter Baskets,Closed,330,,,1.0939393939393939
2015,QUEENS,Overflowing Litter Baskets,Open,27,2506.5925925925925926,,
2015,QUEENS,Overflowing Recycling Baskets,Closed,6,,,0.66666666666666666667
2015,QUEENS,Recycling Enforcement,Closed,480,,,3.5645833333333333
2015,QUEENS,Recycling Enforcement,Open,1,2594.0000000000000000,,
2015,QUEENS,Sanitation Condition,Closed,10012,,,1.40801038753495805034
2015,QUEENS,Sanitation Condition,Open,17,2476.9411764705882353,,
2015,QUEENS,snow,Closed,4477,,,5.4123296850569578
2015,QUEENS,Sweeping Complaint,Closed,344,,,1.6511627906976744
2015,QUEENS,Sweeping Complaint,Open,68,2521.0294117647058824,,
2015,QUEENS,Vacant Lot,Closed,570,,,32.4421052631578947
2015,QUEENS,Vacant Lot,Open,5,2586.8000000000000000,,
2015,STATEN ISLAND,Adopt-A-Basket,Closed,5,,,3.2000000000000000
2015,STATEN ISLAND,Collection Truck Noise,Closed,11,,,1.3636363636363636
2015,STATEN ISLAND,Derelict Vehicles,Closed,950,,,1.4210526315789474
2015,STATEN ISLAND,Dirty Conditions,Closed,3052,,,2.3174967234600262
2015,STATEN ISLAND,Dirty Conditions,Open,1,2391.0000000000000000,,
2015,STATEN ISLAND,Graffiti,Closed,208,,,96.4038461538461538
2015,STATEN ISLAND,Graffiti,Open,42,2516.5476190476190476,2376.2500000000000000,
2015,STATEN ISLAND,Litter Basket Complaint,Closed,172,,,1.8313953488372093
2015,STATEN ISLAND,Litter Basket Complaint,Open,18,2494.7777777777777778,,
2015,STATEN ISLAND,Missed Collection,Closed,4296,,,2.4736964618249534
2015,STATEN ISLAND,Other Enforcement,Closed,443,,,2.0293453724604966
2015,STATEN ISLAND,Overflowing Litter Baskets,Closed,125,,,1.5280000000000000
2015,STATEN ISLAND,Overflowing Recycling Baskets,Closed,3,,,0.33333333333333333333
2015,STATEN ISLAND,Recycling Enforcement,Closed,38,,,2.7631578947368421
2015,STATEN ISLAND,Sanitation Condition,Closed,3054,,,1.9250163719711853
2015,STATEN ISLAND,snow,Closed,1654,,,0.71886336154776299879
2015,STATEN ISLAND,Sweeping Complaint,Closed,2,,,0.50000000000000000000
2015,STATEN ISLAND,Vacant Lot,Closed,340,,,31.0088235294117647
2015,STATEN ISLAND,Vacant Lot,Open,2,2530.0000000000000000,,
2015,Unspecified,Other Enforcement,Closed,1,,,0.00000000000000000000
2015,Unspecified,Sanitation Condition,Closed,2,,,1.00000000000000000000
2015,Unspecified,snow,Closed,1,,,0.00000000000000000000
2015,,Derelict Vehicles,Closed,395,,,1.0379746835443038
2016,BRONX,Adopt-A-Basket,Closed,10,,,2.2000000000000000
2016,BRONX,Collection Truck Noise,Closed,12,,,1.1666666666666667
2016,BRONX,Derelict Bicycle,Closed,24,,,2.6250000000000000
2016,BRONX,Derelict Vehicles,Closed,4973,,,1.4745626382465313
2016,BRONX,Dirty Conditions,Closed,4631,,,2.5886417620384366
2016,BRONX,Graffiti,Closed,1840,,,119.6027173913043478
2016,BRONX,Graffiti,Open,189,2112.6984126984126984,1945.0250000000000000,
2016,BRONX,Litter Basket Complaint,Closed,215,,,1.5720930232558140
2016,BRONX,Missed Collection,Closed,1947,,,1.5418592706728300
2016,BRONX,Other Enforcement,Closed,591,,,3.1133671742808799
2016,BRONX,Overflowing Litter Baskets,Closed,103,,,1.1941747572815534
2016,BRONX,Overflowing Recycling Baskets,Closed,5,,,1.8000000000000000
2016,BRONX,Recycling Enforcement,Closed,59,,,3.8644067796610169
2016,BRONX,Sanitation Condition,Closed,3996,,,1.5180180180180180
2016,BRONX,snow,Closed,544,,,4.9944852941176471
2016,BRONX,Sweeping Complaint,Closed,130,,,1.5230769230769231
2016,BRONX,Vacant Lot,Closed,339,,,28.9056047197640118
2016,BROOKLYN,Adopt-A-Basket,Closed,33,,,3.4848484848484848
2016,BROOKLYN,Collection Truck Noise,Closed,60,,,2.7333333333333333
2016,BROOKLYN,Derelict Bicycle,Closed,678,,,3.6106194690265487
2016,BROOKLYN,Derelict Vehicles,Closed,12050,,,1.34730290456431535270
2016,BROOKLYN,Dirty Conditions,Closed,11236,,,3.3855464578141687
2016,BROOKLYN,Graffiti,Closed,5154,,,106.8051998447807528
2016,BROOKLYN,Graffiti,Open,386,2132.4689119170984456,2006.6549707602339181,
2016,BROOKLYN,Litter Basket Complaint,Closed,1102,,,1.9455535390199637
2016,BROOKLYN,Litter Basket Complaint,Open,1,2117.0000000000000000,,
2016,BROOKLYN,Missed Collection,Closed,9659,,,2.1296200434827622
2016,BROOKLYN,Other Enforcement,Closed,2662,,,3.0570999248685199
2016,BROOKLYN,Overflowing Litter Baskets,Closed,302,,,1.2350993377483444
2016,BROOKLYN,Overflowing Recycling Baskets,Closed,6,,,1.00000000000000000000
2016,BROOKLYN,Recycling Enforcement,Closed,184,,,3.5054347826086957
2016,BROOKLYN,Request Xmas Tree Collection,Closed,1,,,2.0000000000000000
2016,BROOKLYN,Sanitation Condition,Closed,13376,,,1.6710526315789474
2016,BROOKLYN,Sanitation Condition,Open,1,2164.0000000000000000,,
2016,BROOKLYN,snow,Closed,1820,,,4.4401098901098901
2016,BROOKLYN,Sweeping Complaint,Closed,383,,,2.2297650130548303
2016,BROOKLYN,Vacant Lot,Closed,748,,,30.6604278074866310
2016,BROOKLYN,Vacant Lot,Open,2,2171.0000000000000000,,
2016,MANHATTAN,Adopt-A-Basket,Closed,71,,,2.1408450704225352
2016,MANHATTAN,Collection Truck Noise,Closed,67,,,1.8955223880597015
2016,MANHATTAN,Derelict Bicycle,Closed,892,,,4.2802690582959641
2016,MANHATTAN,Derelict Vehicles,Closed,608,,,2.7483552631578947
2016,MANHATTAN,Dirty Conditions,Closed,4909,,,2.1806885312690976
2016,MANHATTAN,Graffiti,Closed,2921,,,165.1708319068812051
2016,MANHATTAN,Graffiti,Open,181,2109.2430939226519337,1973.3015873015873016,
2016,MANHATTAN,Litter Basket Complaint,Closed,558,,,1.5161290322580645
2016,MANHATTAN,Missed Collection,Closed,2476,,,1.2556542810985460
2016,MANHATTAN,Other Enforcement,Closed,1334,,,2.1844077961019490
2016,MANHATTAN,Overflowing Litter Baskets,Closed,347,,,1.2190201729106628
2016,MANHATTAN,Overflowing Recycling Baskets,Closed,15,,,0.80000000000000000000
2016,MANHATTAN,Recycling Enforcement,Closed,200,,,6.1450000000000000
2016,MANHATTAN,Request Xmas Tree Collection,Closed,1,,,1.00000000000000000000
2016,MANHATTAN,Sanitation Condition,Closed,3476,,,1.2735903337169160
2016,MANHATTAN,snow,Closed,554,,,4.5433212996389892
2016,MANHATTAN,Sweeping Complaint,Closed,200,,,1.9050000000000000
2016,MANHATTAN,Vacant Lot,Closed,85,,,23.4588235294117647
2016,MANHATTAN,Vacant Lot,Open,1,2181.0000000000000000,,
2016,QUEENS,Adopt-A-Basket,Closed,23,,,3.4347826086956522
2016,QUEENS,Collection Truck Noise,Closed,41,,,-9.3170731707317073
2016,QUEENS,Collection Truck Noise,Open,12,2031.0000000000000000,,
2016,QUEENS,Derelict Bicycle,Closed,172,,,1.9534883720930233
2016,QUEENS,Derelict Vehicles,Closed,8513,,,0.93339598261482438623
2016,QUEENS,Dirty Conditions,Closed,10294,,,4.4614338449582281
2016,QUEENS,Dirty Conditions,Open,14,2031.0000000000000000,,
2016,QUEENS,Graffiti,Closed,1498,,,135.8631508678237650
2016,QUEENS,Graffiti,Open,137,2111.7591240875912409,1927.6923076923076923,
2016,QUEENS,Litter Basket Complaint,Closed,582,,,0.01546391752577319588
2016,QUEENS,Litter Basket Complaint,Open,6,2031.0000000000000000,,
2016,QUEENS,Missed Collection,Closed,11057,,,1.9044948901148594
2016,QUEENS,Missed Collection,Open,72,2030.5833333333333333,,
2016,QUEENS,Other Enforcement,Closed,2094,,,3.8104106972301815
2016,QUEENS,Other Enforcement,Open,28,2030.4642857142857143,,
2016,QUEENS,Overflowing Litter Baskets,Closed,267,,,1.3932584269662921
2016,QUEENS,Overflowing Recycling Baskets,Closed,3,,,0.66666666666666666667
2016,QUEENS,Recycling Enforcement,Closed,174,,,5.1896551724137931
2016,QUEENS,Sanitation Condition,Closed,10636,,,1.51476118841669800677
2016,QUEENS,Sanitation Condition,Open,40,2030.6750000000000000,,
2016,QUEENS,snow,Closed,1905,,,5.4320209973753281
2016,QUEENS,Sweeping Complaint,Closed,255,,,-3.3450980392156863
2016,QUEENS,Sweeping Complaint,Open,20,2030.3000000000000000,,
2016,QUEENS,Vacant Lot,Closed,634,,,18.0977917981072555
2016,QUEENS,Vacant Lot,Open,1,2073.0000000000000000,,
2016,STATEN ISLAND,Adopt-A-Basket,Closed,8,,,2.2500000000000000
2016,STATEN ISLAND,Collection Truck Noise,Closed,12,,,1.0833333333333333
2016,STATEN ISLAND,Derelict Bicycle,Closed,2,,,1.5000000000000000
2016,STATEN ISLAND,Derelict Vehicles,Closed,1436,,,2.6733983286908078
2016,STATEN ISLAND,Dirty Conditions,Closed,2858,,,2.8803358992302309
2016,STATEN ISLAND,Electronics Waste,Closed,3544,,,8.5366817155756208
2016,STATEN ISLAND,Electronics Waste,Open,5,1995.8000000000000000,,
2016,STATEN ISLAND,Graffiti,Closed,168,,,167.0238095238095238
2016,STATEN ISLAND,Graffiti,Open,24,2159.7916666666666667,2051.0000000000000000,
2016,STATEN ISLAND,Litter Basket Complaint,Closed,203,,,1.5862068965517241
2016,STATEN ISLAND,Missed Collection,Closed,5051,,,2.5549396159176401
2016,STATEN ISLAND,Other Enforcement,Closed,503,,,2.6620278330019881
2016,STATEN ISLAND,Overflowing Litter Baskets,Closed,126,,,1.5000000000000000
2016,STATEN ISLAND,Overflowing Recycling Baskets,Closed,3,,,0.66666666666666666667
