year,quarter,complaint_type_cal,count,avg,avg,avg
2021,3,Litter Basket Complaint,192,,,11.16666667
2021,3,Missed Collection,16594,229.9166667,,7.237064287
2021,3,Obstruction,233,,,20.03004292
2021,3,Other,407,222.2727273,,25.92171717
2021,3,Other Enforcement,253,232,,3.896825397
2021,3,Overflowing Litter Baskets,5,,,2.4
2021,3,Recycling Enforcement,56,,,3.357142857
2021,3,Residential Disposal Complaint,218,,,8.169724771
2021,3,Sanitation Condition,804,232.3333333,,3.701622971
2021,3,snow,1,,,0
2021,3,Storm,3005,,,1.288851913
2021,3,Sweeping Complaint,108,,,19.59259259
2021,3,Vacant Lot,41,264.8333333,,12.95652174
2021,4,Dead Animal,2497,,,5.879455346
2021,4,Derelict Vehicles,10891,172.923913,,2.055972631
2021,4,Dirty Conditions,10847,171.6981132,,6.491662034
2021,4,Graffiti,2006,164.8694268,45.12035996,67.49180328
2021,4,Illegal Dumping,5560,169.9375,,9.889790765
2021,4,Litter Basket Complaint,1246,,,11.95505618
2021,4,Missed Collection,31391,177.0357143,,8.309632369
2021,4,Obstruction,1467,183.5333333,,10.95991561
2021,4,Other,2740,163.9711538,,0.275417299
2021,4,Residential Disposal Complaint,2004,,,5.425648703
2021,4,snow,53,,,7.056603774
2021,4,Sweeping Complaint,1401,,,14.86295503
2022,1,Dead Animal,1832,,,4.213427948
2022,1,Derelict Vehicles,11001,69.85849057,,1.492672781
2022,1,Dirty Conditions,9176,83.375,,4.479842244
2022,1,Graffiti,6426,74.32442748,-24.58524259,57.7173913
2022,1,Illegal Dumping,5314,62.97142857,,5.192601068
2022,1,Litter Basket Complaint,946,46.6,,8.866809882
2022,1,Missed Collection,9771,64.72,,6.269649087
2022,1,Obstruction,1905,76.42857143,,4.022655427
2022,1,Other,2442,69.68253968,,6.414155251
2022,1,Residential Disposal Complaint,1617,,,4.048237477
2022,1,snow,5373,92.07142857,,4.131740996
2022,1,Sweeping Complaint,1174,49.2,,9.616766467
2022,2,Dead Animal,818,4.638888889,,3.46884273
2022,2,Derelict Vehicles,4165,9.803797468,,1.080280592
2022,2,Dirty Conditions,3448,4.958100559,,3.376375405
2022,2,Graffiti,889,17.71091114,-12.25775978,
2022,2,Illegal Dumping,2035,6.871060172,,4.353499407
2022,2,Litter Basket Complaint,365,8.670588235,,5.310714286
2022,2,Missed Collection,4215,6.335233751,,5.744158179
2022,2,Obstruction,816,4.426966292,,3.389270977
2022,2,Other,900,9.135371179,,5.157973174
2022,2,Residential Disposal Complaint,710,4.733333333,,3.31496063
2022,2,Sweeping Complaint,395,9.291666667,,7.468227425
