year,borough,community_board,complaint_type,status_cal,count,avg,avg,avg
2014,BROOKLYN,313,Collection Truck Noise,Closed,2,,,1.00000000000000000000
2014,BROOKLYN,313,Derelict Bicycle,Closed,1,,,2.0000000000000000
2014,BROOKLYN,313,Derelict Vehicles,Closed,106,,,1.6509433962264151
2014,BROOKLYN,313,Dirty Conditions,Closed,244,,,6.4672131147540984
2014,BROOKLYN,313,Graffiti,Closed,52,,,98.0000000000000000
2014,BROOKLYN,313,Graffiti,Open,3,2841.0000000000000000,2726.0000000000000000,
2014,BROOKLYN,313,Litter Basket Complaint,Closed,16,,,2.3750000000000000
2014,BROOKLYN,313,Litter Basket Complaint,Open,1,2710.0000000000000000,,
2014,BROOKLYN,313,Missed Collection,Closed,121,,,1.9008264462809917
2014,BROOKLYN,313,Other Enforcement,Closed,41,,,5.4146341463414634
2014,BROOKLYN,313,Overflowing Litter Baskets,Closed,1,,,1.00000000000000000000
2014,BROOKLYN,313,Recycling Enforcement,Closed,8,,,8.1250000000000000
2014,BROOKLYN,313,Request Xmas Tree Collection,Closed,9,,,2.3333333333333333
2014,BROOKLYN,313,Sanitation Condition,Closed,247,,,1.6599190283400810
2014,BROOKLYN,313,snow,Closed,103,,,8.7281553398058252
2014,BROOKLYN,313,Sweeping Complaint,Closed,18,,,2.0000000000000000
2014,BROOKLYN,313,Vacant Lot,Closed,38,,,66.1842105263157895
2014,BROOKLYN,313,Vacant Lot,Open,1,2928.0000000000000000,,
2014,BROOKLYN,314,Collection Truck Noise,Closed,2,,,2.5000000000000000
2014,BROOKLYN,314,Derelict Bicycle,Closed,13,,,2.0000000000000000
2014,BROOKLYN,314,Derelict Vehicles,Closed,349,,,1.3982808022922636
2014,BROOKLYN,314,Dirty Conditions,Closed,568,,,6.3204225352112676
2014,BROOKLYN,314,Graffiti,Closed,211,,,116.2938388625592417
2014,BROOKLYN,314,Graffiti,Open,21,2868.7619047619047619,2858.0000000000000000,
2014,BROOKLYN,314,Litter Basket Complaint,Closed,87,,,1.4712643678160920
2014,BROOKLYN,314,Litter Basket Complaint,Open,5,2730.0000000000000000,,
2014,BROOKLYN,314,Missed Collection,Closed,416,,,1.9326923076923077
2014,BROOKLYN,314,Other Enforcement,Closed,74,,,5.1621621621621622
2014,BROOKLYN,314,Overflowing Litter Baskets,Closed,20,,,1.4000000000000000
2014,BROOKLYN,314,Recycling Enforcement,Closed,20,,,8.7000000000000000
2014,BROOKLYN,314,Request Xmas Tree Collection,Closed,7,,,1.4285714285714286
2014,BROOKLYN,314,Sanitation Condition,Closed,575,,,1.3808695652173913
2014,BROOKLYN,314,Sanitation Condition,Open,1,2813.0000000000000000,,
2014,BROOKLYN,314,snow,Closed,430,,,8.9348837209302326
2014,BROOKLYN,314,Sweeping Complaint,Closed,96,,,3.3437500000000000
2014,BROOKLYN,314,Vacant Lot,Closed,20,,,51.4000000000000000
2014,BROOKLYN,315,Collection Truck Noise,Closed,6,,,3.6666666666666667
2014,BROOKLYN,315,Derelict Bicycle,Closed,7,,,5.2857142857142857
2014,BROOKLYN,315,Derelict Vehicles,Closed,453,,,1.1368653421633554
2014,BROOKLYN,315,Dirty Conditions,Closed,749,,,6.4339118825100134
2014,BROOKLYN,315,Graffiti,Closed,273,,,125.1758241758241758
2014,BROOKLYN,315,Graffiti,Open,16,2831.0625000000000000,2831.0000000000000000,
2014,BROOKLYN,315,Litter Basket Complaint,Closed,45,,,2.0666666666666667
2014,BROOKLYN,315,Missed Collection,Closed,401,,,2.0249376558603491
2014,BROOKLYN,315,Other Enforcement,Closed,142,,,4.8098591549295775
2014,BROOKLYN,315,Overflowing Litter Baskets,Closed,29,,,2.0000000000000000
2014,BROOKLYN,315,Recycling Enforcement,Closed,30,,,4.8666666666666667
2014,BROOKLYN,315,Request Xmas Tree Collection,Closed,15,,,1.1333333333333333
2014,BROOKLYN,315,Sanitation Condition,Closed,756,,,1.6878306878306878
2014,BROOKLYN,315,snow,Closed,591,,,10.1759729272419628
2014,BROOKLYN,315,Sweeping Complaint,Closed,65,,,2.3076923076923077
2014,BROOKLYN,315,Vacant Lot,Closed,53,,,54.7169811320754717
2014,BROOKLYN,316,Derelict Vehicles,Closed,167,,,1.5568862275449102
2014,BROOKLYN,316,Dirty Conditions,Closed,341,,,5.9970674486803519
2014,BROOKLYN,316,Graffiti,Closed,192,,,120.4635416666666667
2014,BROOKLYN,316,Graffiti,Open,14,2868.0000000000000000,2753.0000000000000000,
2014,BROOKLYN,316,Litter Basket Complaint,Closed,25,,,1.8800000000000000
2014,BROOKLYN,316,Missed Collection,Closed,96,,,1.8437500000000000
2014,BROOKLYN,316,Other Enforcement,Closed,37,,,5.3783783783783784
2014,BROOKLYN,316,Overflowing Litter Baskets,Closed,9,,,1.1111111111111111
2014,BROOKLYN,316,Recycling Enforcement,Closed,6,,,3.5000000000000000
2014,BROOKLYN,316,Request Xmas Tree Collection,Closed,3,,,1.3333333333333333
2014,BROOKLYN,316,Sanitation Condition,Closed,326,,,1.7269938650306748
2014,BROOKLYN,316,snow,Closed,68,,,6.5441176470588235
2014,BROOKLYN,316,Sweeping Complaint,Closed,11,,,2.2727272727272727
2014,BROOKLYN,316,Vacant Lot,Closed,66,,,55.6060606060606061
2014,BROOKLYN,316,Vacant Lot,Open,2,2810.5000000000000000,,
2014,BROOKLYN,317,Collection Truck Noise,Closed,1,,,1.00000000000000000000
2014,BROOKLYN,317,Derelict Bicycle,Closed,2,,,3.5000000000000000
2014,BROOKLYN,317,Derelict Vehicles,Closed,606,,,1.4306930693069307
2014,BROOKLYN,317,Dirty Conditions,Closed,950,,,4.9231578947368421
2014,BROOKLYN,317,Graffiti,Closed,164,,,117.2987804878048780
2014,BROOKLYN,317,Graffiti,Open,12,2849.5833333333333333,2671.6666666666666667,
2014,BROOKLYN,317,Litter Basket Complaint,Closed,28,,,1.8214285714285714
2014,BROOKLYN,317,Missed Collection,Closed,435,,,1.9264367816091954
2014,BROOKLYN,317,Other Enforcement,Closed,72,,,3.8472222222222222
2014,BROOKLYN,317,Other Enforcement,Open,1,2702.0000000000000000,,
2014,BROOKLYN,317,Overflowing Litter Baskets,Closed,16,,,1.5000000000000000
2014,BROOKLYN,317,Recycling Enforcement,Closed,15,,,5.8000000000000000
2014,BROOKLYN,317,Request Xmas Tree Collection,Closed,20,,,1.2000000000000000
2014,BROOKLYN,317,Sanitation Condition,Closed,680,,,1.7338235294117647
2014,BROOKLYN,317,snow,Closed,199,,,7.1658291457286432
2014,BROOKLYN,317,Sweeping Complaint,Closed,142,,,2.1901408450704225
2014,BROOKLYN,317,Vacant Lot,Closed,15,,,54.2666666666666667
2014,BROOKLYN,318,Collection Truck Noise,Closed,4,,,1.7500000000000000
2014,BROOKLYN,318,Derelict Vehicles,Closed,904,,,0.85287610619469026549
2014,BROOKLYN,318,Dirty Conditions,Closed,746,,,5.8109919571045576
2014,BROOKLYN,318,Graffiti,Closed,98,,,115.7857142857142857
2014,BROOKLYN,318,Graffiti,Open,11,2850.6363636363636364,2721.0000000000000000,
2014,BROOKLYN,318,Litter Basket Complaint,Closed,53,,,1.5283018867924528
2014,BROOKLYN,318,Litter Basket Complaint,Open,7,2833.4285714285714286,,
2014,BROOKLYN,318,Missed Collection,Closed,606,,,2.0396039603960396
2014,BROOKLYN,318,Missed Collection,Open,8,2740.1250000000000000,,
2014,BROOKLYN,318,Other Enforcement,Closed,94,,,5.4468085106382979
2014,BROOKLYN,318,Overflowing Litter Baskets,Closed,27,,,1.7407407407407407
2014,BROOKLYN,318,Overflowing Litter Baskets,Open,1,2759.0000000000000000,,
2014,BROOKLYN,318,Recycling Enforcement,Closed,15,,,10.1333333333333333
2014,BROOKLYN,318,Request Xmas Tree Collection,Closed,44,,,3.5227272727272727
2014,BROOKLYN,318,Sanitation Condition,Closed,970,,,1.6494845360824742
2014,BROOKLYN,318,Sanitation Condition,Open,5,2731.4000000000000000,,
2014,BROOKLYN,318,snow,Closed,352,,,7.0596590909090909
2014,BROOKLYN,318,Sweeping Complaint,Closed,126,,,1.5158730158730159
2014,BROOKLYN,318,Sweeping Complaint,Open,1,2738.0000000000000000,,
2014,BROOKLYN,318,Vacant Lot,Closed,88,,,70.5340909090909091
2014,BROOKLYN,318,Vacant Lot,Open,2,2794.5000000000000000,,
2014,BROOKLYN,355,Derelict Vehicles,Closed,1,,,1.00000000000000000000
2014,BROOKLYN,355,Dirty Conditions,Closed,1,,,3.0000000000000000
2014,BROOKLYN,355,Recycling Enforcement,Closed,1,,,9.0000000000000000
2014,BROOKLYN,356,Vacant Lot,Closed,2,,,6.5000000000000000
2014,BROOKLYN,,Derelict Bicycle,Closed,3,,,7.0000000000000000
2014,BROOKLYN,,Derelict Vehicles,Closed,1,,,0.00000000000000000000
2014,BROOKLYN,,Dirty Conditions,Closed,5,,,3.8000000000000000
2014,BROOKLYN,,Graffiti,Closed,143,,,105.5384615384615385
2014,BROOKLYN,,Graffiti,Open,240,2836.7833333333333333,2699.0000000000000000,
2014,BROOKLYN,,Litter Basket Complaint,Closed,8,,,2.6250000000000000
2014,BROOKLYN,,Sanitation Condition,Closed,13,,,2.4615384615384615
2014,BROOKLYN,,Sweeping Complaint,Closed,1,,,2.0000000000000000
2014,BROOKLYN,,Vacant Lot,Closed,2,,,3.0000000000000000
2014,MANHATTAN,101,Collection Truck Noise,Closed,3,,,0.33333333333333333333
2014,MANHATTAN,101,Derelict Bicycle,Closed,13,,,1.6923076923076923
2014,MANHATTAN,101,Derelict Bicycle,Open,2,2758.5000000000000000,,
2014,MANHATTAN,101,Derelict Vehicles,Closed,16,,,0.87500000000000000000
2014,MANHATTAN,101,Dirty Conditions,Closed,192,,,3.3645833333333333
2014,MANHATTAN,101,Graffiti,Closed,58,,,133.9655172413793103
2014,MANHATTAN,101,Graffiti,Open,6,2885.8333333333333333,2833.8000000000000000,
2014,MANHATTAN,101,Litter Basket Complaint,Closed,2,,,1.5000000000000000
2014,MANHATTAN,101,Missed Collection,Closed,148,,,0.85810810810810810811
2014,MANHATTAN,101,Other Enforcement,Closed,59,,,1.8135593220338983
2014,MANHATTAN,101,Overflowing Litter Baskets,Closed,9,,,0.33333333333333333333
2014,MANHATTAN,101,Overflowing Recycling Baskets,Closed,1,,,0.00000000000000000000
2014,MANHATTAN,101,Recycling Enforcement,Closed,9,,,8.3333333333333333
2014,MANHATTAN,101,Request Xmas Tree Collection,Closed,8,,,0.37500000000000000000
2014,MANHATTAN,101,Sanitation Condition,Closed,151,,,0.54304635761589403974
2014,MANHATTAN,101,snow,Closed,54,,,8.5925925925925926
2014,MANHATTAN,101,Sweeping Complaint,Closed,2,,,0.50000000000000000000
2014,MANHATTAN,101,Vacant Lot,Closed,1,,,19.0000000000000000
2014,MANHATTAN,102,Adopt-A-Basket,Closed,2,,,1.5000000000000000
2014,MANHATTAN,102,Collection Truck Noise,Closed,2,,,0.50000000000000000000
2014,MANHATTAN,102,Derelict Bicycle,Closed,149,,,1.8859060402684564
2014,MANHATTAN,102,Derelict Bicycle,Open,11,2754.1818181818181818,,
2014,MANHATTAN,102,Derelict Vehicles,Closed,15,,,1.6666666666666667
2014,MANHATTAN,102,Dirty Conditions,Closed,423,,,3.0780141843971631
2014,MANHATTAN,102,Dirty Conditions,Open,1,2749.0000000000000000,,
2014,MANHATTAN,102,Graffiti,Closed,287,,,130.6585365853658537
2014,MANHATTAN,102,Graffiti,Open,28,2866.7857142857142857,2794.1250000000000000,
2014,MANHATTAN,102,Litter Basket Complaint,Closed,82,,,1.0853658536585366
2014,MANHATTAN,102,Litter Basket Complaint,Open,20,2742.2000000000000000,,
2014,MANHATTAN,102,Missed Collection,Closed,305,,,0.74754098360655737705
2014,MANHATTAN,102,Other Enforcement,Closed,186,,,2.3655913978494624
2014,MANHATTAN,102,Overflowing Litter Baskets,Closed,57,,,0.75438596491228070175
2014,MANHATTAN,102,Overflowing Recycling Baskets,Closed,7,,,0.42857142857142857143
2014,MANHATTAN,102,Recycling Enforcement,Closed,24,,,3.9166666666666667
2014,MANHATTAN,102,Request Xmas Tree Collection,Closed,11,,,0.36363636363636363636
2014,MANHATTAN,102,Sanitation Condition,Closed,360,,,0.73333333333333333333
2014,MANHATTAN,102,snow,Closed,95,,,5.9578947368421053
2014,MANHATTAN,102,Sweeping Complaint,Closed,20,,,1.6000000000000000
2014,MANHATTAN,102,Vacant Lot,Closed,6,,,84.6666666666666667
2014,MANHATTAN,103,Adopt-A-Basket,Closed,2,,,1.5000000000000000
2014,MANHATTAN,103,Collection Truck Noise,Closed,4,,,2.2500000000000000
2014,MANHATTAN,103,Derelict Bicycle,Closed,169,,,1.7396449704142012
2014,MANHATTAN,103,Derelict Bicycle,Open,23,2804.6086956521739130,,
2014,MANHATTAN,103,Derelict Vehicles,Closed,38,,,1.4473684210526316
2014,MANHATTAN,103,Dirty Conditions,Closed,513,,,2.5633528265107212
2014,MANHATTAN,103,Graffiti,Closed,651,,,112.8141321044546851
2014,MANHATTAN,103,Graffiti,Open,77,2885.9480519480519481,2811.8103448275862069,
2014,MANHATTAN,103,Litter Basket Complaint,Closed,60,,,1.3666666666666667
2014,MANHATTAN,103,Litter Basket Complaint,Open,4,2760.5000000000000000,,
2014,MANHATTAN,103,Missed Collection,Closed,127,,,0.69291338582677165354
2014,MANHATTAN,103,Other Enforcement,Closed,102,,,1.6666666666666667
2014,MANHATTAN,103,Overflowing Litter Baskets,Closed,8,,,0.62500000000000000000
2014,MANHATTAN,103,Recycling Enforcement,Closed,19,,,3.4736842105263158
2014,MANHATTAN,103,Request Xmas Tree Collection,Closed,2,,,0.50000000000000000000
2014,MANHATTAN,103,Sanitation Condition,Closed,347,,,0.96829971181556195965
2014,MANHATTAN,103,Sanitation Condition,Open,1,2717.0000000000000000,,
2014,MANHATTAN,103,snow,Closed,108,,,5.3148148148148148
2014,MANHATTAN,103,Sweeping Complaint,Closed,23,,,1.3478260869565217
2014,MANHATTAN,103,Vacant Lot,Closed,12,,,52.0833333333333333
2014,MANHATTAN,103,Vacant Lot,Open,1,2850.0000000000000000,,
2014,MANHATTAN,104,Collection Truck Noise,Closed,6,,,1.3333333333333333
2014,MANHATTAN,104,Derelict Bicycle,Closed,57,,,1.3684210526315789
2014,MANHATTAN,104,Derelict Bicycle,Open,8,2729.6250000000000000,,
2014,MANHATTAN,104,Derelict Vehicles,Closed,92,,,1.9130434782608696
2014,MANHATTAN,104,Dirty Conditions,Closed,517,,,2.5841392649903288
2014,MANHATTAN,104,Graffiti,Closed,89,,,120.7752808988764045
2014,MANHATTAN,104,Graffiti,Open,9,2884.1111111111111111,2786.5000000000000000,
2014,MANHATTAN,104,Litter Basket Complaint,Closed,88,,,1.2840909090909091
2014,MANHATTAN,104,Litter Basket Complaint,Open,12,2745.1666666666666667,,
2014,MANHATTAN,104,Missed Collection,Closed,389,,,1.4293059125964010
2014,MANHATTAN,104,Other Enforcement,Closed,128,,,2.0234375000000000
2014,MANHATTAN,104,Overflowing Litter Baskets,Closed,29,,,1.7931034482758621
2014,MANHATTAN,104,Overflowing Recycling Baskets,Closed,1,,,1.00000000000000000000
2014,MANHATTAN,104,Recycling Enforcement,Closed,13,,,3.3076923076923077
2014,MANHATTAN,104,Request Xmas Tree Collection,Closed,4,,,1.00000000000000000000
2014,MANHATTAN,104,Sanitation Condition,Closed,339,,,1.2064896755162242
2014,MANHATTAN,104,snow,Closed,133,,,7.0751879699248120
2014,MANHATTAN,104,Sweeping Complaint,Closed,7,,,1.8571428571428571
2014,MANHATTAN,104,Vacant Lot,Closed,1,,,2.0000000000000000
2014,MANHATTAN,104,Vacant Lot,Open,1,2832.0000000000000000,,
2014,MANHATTAN,105,Collection Truck Noise,Closed,2,,,2.0000000000000000
2014,MANHATTAN,105,Derelict Bicycle,Closed,20,,,1.0500000000000000
2014,MANHATTAN,105,Derelict Bicycle,Open,3,2786.6666666666666667,,
2014,MANHATTAN,105,Derelict Vehicles,Closed,4,,,1.2500000000000000
2014,MANHATTAN,105,Dirty Conditions,Closed,270,,,3.4740740740740741
2014,MANHATTAN,105,Graffiti,Closed,73,,,121.7260273972602740
2014,MANHATTAN,105,Graffiti,Open,9,2925.6666666666666667,2853.7500000000000000,
2014,MANHATTAN,105,Litter Basket Complaint,Closed,46,,,0.71739130434782608696
2014,MANHATTAN,105,Litter Basket Complaint,Open,6,2744.0000000000000000,,
2014,MANHATTAN,105,Missed Collection,Closed,111,,,0.98198198198198198198
2014,MANHATTAN,105,Other Enforcement,Closed,140,,,1.4000000000000000
2014,MANHATTAN,105,Overflowing Litter Baskets,Closed,11,,,1.0909090909090909
2014,MANHATTAN,105,Recycling Enforcement,Closed,17,,,4.0588235294117647
2014,MANHATTAN,105,Request Xmas Tree Collection,Closed,1,,,1.00000000000000000000
2014,MANHATTAN,105,Sanitation Condition,Closed,180,,,0.78333333333333333333
2014,MANHATTAN,105,snow,Closed,86,,,4.6395348837209302
2014,MANHATTAN,105,Sweeping Complaint,Closed,2,,,1.00000000000000000000
2014,MANHATTAN,105,Vacant Lot,Closed,1,,,11.0000000000000000
2014,MANHATTAN,106,Collection Truck Noise,Closed,2,,,2.5000000000000000
2014,MANHATTAN,106,Derelict Bicycle,Closed,31,,,3.5161290322580645
2014,MANHATTAN,106,Derelict Bicycle,Open,1,2760.0000000000000000,,
2014,MANHATTAN,106,Derelict Vehicles,Closed,16,,,2.1875000000000000
2014,MANHATTAN,106,Dirty Conditions,Closed,304,,,2.6348684210526316
2014,MANHATTAN,106,Graffiti,Closed,58,,,112.2758620689655172
2014,MANHATTAN,106,Graffiti,Open,5,2848.4000000000000000,2776.0000000000000000,
2014,MANHATTAN,106,Litter Basket Complaint,Closed,58,,,2.4827586206896552
2014,MANHATTAN,106,Missed Collection,Closed,217,,,1.9907834101382488
2014,MANHATTAN,106,Other Enforcement,Closed,102,,,2.4509803921568627
2014,MANHATTAN,106,Overflowing Litter Baskets,Closed,22,,,3.0909090909090909
2014,MANHATTAN,106,Recycling Enforcement,Closed,19,,,2.5263157894736842
2014,MANHATTAN,106,Sanitation Condition,Closed,178,,,1.5280898876404494
2014,MANHATTAN,106,snow,Closed,86,,,6.1162790697674419
2014,MANHATTAN,106,Sweeping Complaint,Closed,6,,,3.0000000000000000
2014,MANHATTAN,107,Collection Truck Noise,Closed,17,,,0.52941176470588235294
2014,MANHATTAN,107,Derelict Bicycle,Closed,29,,,2.3448275862068966
2014,MANHATTAN,107,Derelict Bicycle,Open,8,2818.0000000000000000,,
2014,MANHATTAN,107,Derelict Vehicles,Closed,14,,,2.0714285714285714
2014,MANHATTAN,107,Dirty Conditions,Closed,480,,,2.7833333333333333
2014,MANHATTAN,107,Graffiti,Closed,62,,,101.2096774193548387
2014,MANHATTAN,107,Graffiti,Open,6,2840.0000000000000000,,
2014,MANHATTAN,107,Litter Basket Complaint,Closed,80,,,0.68750000000000000000
2014,MANHATTAN,107,Litter Basket Complaint,Open,49,2782.6122448979591837,,
2014,MANHATTAN,107,Missed Collection,Closed,183,,,0.69398907103825136612
2014,MANHATTAN,107,Other Enforcement,Closed,127,,,1.2913385826771654
2014,MANHATTAN,107,Overflowing Litter Baskets,Closed,31,,,0.83870967741935483871
2014,MANHATTAN,107,Overflowing Recycling Baskets,Closed,12,,,0.91666666666666666667
2014,MANHATTAN,107,Recycling Enforcement,Closed,21,,,4.6666666666666667
2014,MANHATTAN,107,Request Xmas Tree Collection,Closed,3,,,0.66666666666666666667
2014,MANHATTAN,107,Sanitation Condition,Closed,217,,,0.76497695852534562212
2014,MANHATTAN,107,snow,Closed,166,,,4.7891566265060241
2014,MANHATTAN,107,Sweeping Complaint,Closed,47,,,1.2127659574468085
2014,MANHATTAN,108,Adopt-A-Basket,Closed,1,,,1.00000000000000000000
2014,MANHATTAN,108,Collection Truck Noise,Closed,24,,,2.1666666666666667
2014,MANHATTAN,108,Derelict Bicycle,Closed,28,,,4.3571428571428571
2014,MANHATTAN,108,Derelict Bicycle,Open,7,2786.1428571428571429,,
2014,MANHATTAN,108,Derelict Vehicles,Closed,22,,,1.5000000000000000
2014,MANHATTAN,108,Dirty Conditions,Closed,496,,,2.7459677419354839
2014,MANHATTAN,108,Graffiti,Closed,137,,,133.0948905109489051
2014,MANHATTAN,108,Graffiti,Open,7,2818.0000000000000000,2766.1428571428571429,
2014,MANHATTAN,108,Litter Basket Complaint,Closed,48,,,1.6458333333333333
2014,MANHATTAN,108,Litter Basket Complaint,Open,10,2772.0000000000000000,,
2014,MANHATTAN,108,Missed Collection,Closed,186,,,1.1021505376344086
2014,MANHATTAN,108,Other Enforcement,Closed,174,,,2.2988505747126437
2014,MANHATTAN,108,Overflowing Litter Baskets,Closed,27,,,2.2222222222222222
2014,MANHATTAN,108,Overflowing Recycling Baskets,Closed,1,,,1.00000000000000000000
2014,MANHATTAN,108,Recycling Enforcement,Closed,16,,,4.7500000000000000
2014,MANHATTAN,108,Request Xmas Tree Collection,Closed,8,,,0.75000000000000000000
2014,MANHATTAN,108,Sanitation Condition,Closed,192,,,1.2135416666666667
2014,MANHATTAN,108,snow,Closed,153,,,6.0457516339869281
2014,MANHATTAN,108,Sweeping Complaint,Closed,57,,,2.4035087719298246
2014,MANHATTAN,109,Collection Truck Noise,Closed,5,,,1.8000000000000000
2014,MANHATTAN,109,Derelict Bicycle,Closed,9,,,1.1111111111111111
2014,MANHATTAN,109,Derelict Bicycle,Open,10,2875.6000000000000000,,
2014,MANHATTAN,109,Derelict Vehicles,Closed,37,,,1.8108108108108108
2014,MANHATTAN,109,Dirty Conditions,Closed,304,,,3.4078947368421053
2014,MANHATTAN,109,Graffiti,Closed,101,,,114.7524752475247525
2014,MANHATTAN,109,Graffiti,Open,3,2867.0000000000000000,2583.0000000000000000,
2014,MANHATTAN,109,Litter Basket Complaint,Closed,32,,,1.2500000000000000
2014,MANHATTAN,109,Litter Basket Complaint,Open,3,2846.0000000000000000,,
2014,MANHATTAN,109,Missed Collection,Closed,49,,,0.97959183673469387755
2014,MANHATTAN,109,Other Enforcement,Closed,36,,,2.3055555555555556
2014,MANHATTAN,109,Other Enforcement,Open,1,2827.0000000000000000,,
2014,MANHATTAN,109,Overflowing Litter Baskets,Closed,8,,,0.62500000000000000000
2014,MANHATTAN,109,Recycling Enforcement,Closed,14,,,4.7142857142857143
2014,MANHATTAN,109,Request Xmas Tree Collection,Closed,5,,,0.80000000000000000000
2014,MANHATTAN,109,Sanitation Condition,Closed,154,,,1.0909090909090909
2014,MANHATTAN,109,Sanitation Condition,Open,9,2828.7777777777777778,,
2014,MANHATTAN,109,snow,Closed,93,,,5.0107526881720430
2014,MANHATTAN,109,Sweeping Complaint,Closed,14,,,1.0714285714285714
2014,MANHATTAN,109,Vacant Lot,Closed,11,,,54.0000000000000000
2014,MANHATTAN,109,Vacant Lot,Open,1,3036.0000000000000000,,
2014,MANHATTAN,110,Adopt-A-Basket,Closed,4,,,3.2500000000000000
2014,MANHATTAN,110,Collection Truck Noise,Closed,1,,,0.00000000000000000000
2014,MANHATTAN,110,Derelict Bicycle,Closed,9,,,2.3333333333333333
2014,MANHATTAN,110,Derelict Bicycle,Open,1,2772.0000000000000000,,
2014,MANHATTAN,110,Derelict Vehicles,Closed,37,,,1.1891891891891892
2014,MANHATTAN,110,Dirty Conditions,Closed,496,,,2.6310483870967742
2014,MANHATTAN,110,Dirty Conditions,Open,5,2854.0000000000000000,,
2014,MANHATTAN,110,Graffiti,Closed,161,,,120.7080745341614907
2014,MANHATTAN,110,Graffiti,Open,22,2821.8636363636363636,2716.4615384615384615,
2014,MANHATTAN,110,Litter Basket Complaint,Closed,28,,,1.0357142857142857
2014,MANHATTAN,110,Litter Basket Complaint,Open,3,2777.6666666666666667,,
2014,MANHATTAN,110,Missed Collection,Closed,161,,,1.0434782608695652
2014,MANHATTAN,110,Other Enforcement,Closed,72,,,1.8055555555555556
2014,MANHATTAN,110,Other Enforcement,Open,1,2854.0000000000000000,,
2014,MANHATTAN,110,Overflowing Litter Baskets,Closed,35,,,0.71428571428571428571
2014,MANHATTAN,110,Overflowing Recycling Baskets,Closed,3,,,0.33333333333333333333
2014,MANHATTAN,110,Recycling Enforcement,Closed,13,,,2.3076923076923077
2014,MANHATTAN,110,Request Xmas Tree Collection,Closed,1,,,0.00000000000000000000
2014,MANHATTAN,110,Sanitation Condition,Closed,256,,,1.1289062500000000
2014,MANHATTAN,110,Sanitation Condition,Open,5,2809.8000000000000000,,
2014,MANHATTAN,110,snow,Closed,198,,,5.2424242424242424
2014,MANHATTAN,110,Sweeping Complaint,Closed,29,,,1.1379310344827586
2014,MANHATTAN,110,Vacant Lot,Closed,22,,,50.5000000000000000
2014,MANHATTAN,111,Collection Truck Noise,Closed,4,,,1.5000000000000000
2014,MANHATTAN,111,Derelict Bicycle,Closed,1,,,1.00000000000000000000
2014,MANHATTAN,111,Derelict Vehicles,Closed,22,,,1.6818181818181818
2014,MANHATTAN,111,Dirty Conditions,Closed,311,,,3.0064308681672026
2014,MANHATTAN,111,Graffiti,Closed,171,,,118.2923976608187135
2014,MANHATTAN,111,Graffiti,Open,12,2877.9166666666666667,2810.5000000000000000,
2014,MANHATTAN,111,Litter Basket Complaint,Closed,46,,,1.0652173913043478
2014,MANHATTAN,111,Litter Basket Complaint,Open,4,2798.5000000000000000,,
2014,MANHATTAN,111,Missed Collection,Closed,100,,,0.87000000000000000000
2014,MANHATTAN,111,Other Enforcement,Closed,67,,,1.9701492537313433
2014,MANHATTAN,111,Overflowing Litter Baskets,Closed,11,,,1.1818181818181818
2014,MANHATTAN,111,Recycling Enforcement,Closed,9,,,5.1111111111111111
2014,MANHATTAN,111,Request Xmas Tree Collection,Closed,1,,,0.00000000000000000000
2014,MANHATTAN,111,Sanitation Condition,Closed,193,,,1.2538860103626943
2014,MANHATTAN,111,Sanitation Condition,Open,1,2763.0000000000000000,,
2014,MANHATTAN,111,snow,Closed,87,,,5.7816091954022989
2014,MANHATTAN,111,Sweeping Complaint,Closed,9,,,2.1111111111111111
2014,MANHATTAN,111,Vacant Lot,Closed,22,,,47.8181818181818182
2014,MANHATTAN,112,Adopt-A-Basket,Closed,2,,,1.00000000000000000000
2014,MANHATTAN,112,Collection Truck Noise,Closed,3,,,1.00000000000000000000
2014,MANHATTAN,112,Derelict Bicycle,Closed,9,,,6.6666666666666667
2014,MANHATTAN,112,Derelict Bicycle,Open,1,2752.0000000000000000,,
2014,MANHATTAN,112,Derelict Vehicles,Closed,50,,,1.5600000000000000
2014,MANHATTAN,112,Dirty Conditions,Closed,440,,,3.2818181818181818
2014,MANHATTAN,112,Graffiti,Closed,246,,,133.2682926829268293
2014,MANHATTAN,112,Graffiti,Open,10,2806.1000000000000000,2720.1250000000000000,
2014,MANHATTAN,112,Litter Basket Complaint,Closed,81,,,1.6419753086419753
2014,MANHATTAN,112,Litter Basket Complaint,Open,10,2734.0000000000000000,,
2014,MANHATTAN,112,Missed Collection,Closed,68,,,0.91176470588235294118
2014,MANHATTAN,112,Other Enforcement,Closed,83,,,2.4578313253012048
2014,MANHATTAN,112,Other Enforcement,Open,1,2797.0000000000000000,,
2014,MANHATTAN,112,Overflowing Litter Baskets,Closed,34,,,1.2941176470588235
2014,MANHATTAN,112,Overflowing Recycling Baskets,Closed,2,,,0.00000000000000000000
2014,MANHATTAN,112,Recycling Enforcement,Closed,7,,,3.1428571428571429
2014,MANHATTAN,112,Request Xmas Tree Collection,Closed,5,,,0.60000000000000000000
2014,MANHATTAN,112,Sanitation Condition,Closed,210,,,1.1000000000000000
2014,MANHATTAN,112,snow,Closed,156,,,4.0000000000000000
2014,MANHATTAN,112,Sweeping Complaint,Closed,27,,,0.88888888888888888889
2014,MANHATTAN,112,Vacant Lot,Closed,11,,,82.8181818181818182
