year,borough,community_board,count,avg,avg,avg
2012,QUEENS,411,1546,3654.0000000000000000,3512.0000000000000000,4.9027867790019443
2012,QUEENS,412,5315,3566.1538461538461538,3487.5714285714285714,7.5530346001134430
2012,QUEENS,413,2933,3641.7500000000000000,3512.0000000000000000,5.2014339364970980
2012,QUEENS,414,1258,3584.1666666666666667,3512.2500000000000000,6.2699680511182109
2012,QUEENS,480,2,,,0.50000000000000000000
2012,QUEENS,482,6,,,3.8333333333333333
2012,QUEENS,484,2,,,3.5000000000000000
2012,QUEENS,,182,3559.7247191011235955,,229.7500000000000000
2012,STATEN ISLAND,501,3987,3586.0454545454545455,3524.7500000000000000,6.3451686533096627
2012,STATEN ISLAND,502,2871,3600.6875000000000000,3570.1111111111111111,4.6504378283712785
2012,STATEN ISLAND,503,2938,3630.3750000000000000,3570.8000000000000000,5.6355236139630390
2012,STATEN ISLAND,595,7,,,6.7142857142857143
2012,STATEN ISLAND,,23,3577.1875000000000000,,274.0000000000000000
2012,Unspecified,,181,,,4.0110497237569061
2012,,,301,,,1.5714285714285714
2013,BRONX,201,801,3279.9200000000000000,2166.5000000000000000,29.1920103092783505
2013,BRONX,202,721,3279.5636363636363636,3148.3333333333333333,36.3858858858858859
2013,BRONX,203,709,3242.6538461538461538,1640.2500000000000000,25.3631039531478770
2013,BRONX,204,864,3194.0000000000000000,3225.0000000000000000,18.0329024676850764
2013,BRONX,205,567,3204.0000000000000000,2923.0000000000000000,25.9732620320855615
2013,BRONX,206,1005,3267.9473684210526316,3242.6666666666666667,31.9803516028955533
2013,BRONX,207,1002,3332.8000000000000000,3310.0000000000000000,20.2532928064842958
2013,BRONX,208,733,3318.6666666666666667,2211.3333333333333333,13.6201657458563536
2013,BRONX,209,1514,3299.2978723404255319,3225.0000000000000000,23.4948875255623722
2013,BRONX,210,2083,3257.4375000000000000,2774.8000000000000000,16.0858117991223793
2013,BRONX,211,1445,3206.7241379310344828,2105.0000000000000000,18.9081920903954802
2013,BRONX,212,2609,3240.4791666666666667,1594.5000000000000000,13.1772745021475986
2013,BRONX,401,428,,,1.1565420560747664
2013,BRONX,,147,3226.0000000000000000,,5.9574468085106383
2013,BROOKLYN,301,3172,3244.6739130434782609,3242.0000000000000000,24.8944337811900192
2013,BROOKLYN,302,1715,3206.7142857142857143,3255.2500000000000000,17.8944872554831061
2013,BROOKLYN,303,3221,3225.2400000000000000,3206.4444444444444444,19.7928098391674551
2013,BROOKLYN,304,1854,3309.0909090909090909,3261.0000000000000000,21.5005458515283843
2013,BROOKLYN,305,3040,3167.7142857142857143,3225.0000000000000000,13.1190240685789647
2013,BROOKLYN,306,2049,3212.5000000000000000,,17.5922282341367437
2013,BROOKLYN,307,1520,3273.6000000000000000,2183.0000000000000000,33.6159468438538206
2013,BROOKLYN,308,1473,3203.1111111111111111,,21.5803757828810021
2013,BROOKLYN,309,1204,3252.4150943396226415,3089.0000000000000000,23.2172024326672459
2013,BROOKLYN,310,1503,3284.6666666666666667,2434.5000000000000000,22.5190380761523046
2013,BROOKLYN,311,2410,3305.1333333333333333,3244.6250000000000000,14.6851774530271399
2013,BROOKLYN,312,2784,3304.1923076923076923,3176.5000000000000000,15.5757795503988397
2013,BROOKLYN,313,1200,3330.8750000000000000,3225.0000000000000000,9.3313758389261745
2013,BROOKLYN,314,2012,3258.0000000000000000,-78.0000000000000000,14.7218045112781955
2013,BROOKLYN,315,2771,3178.5000000000000000,,7.3892302132273220
2013,BROOKLYN,316,1363,3254.2777777777777778,2089.6666666666666667,21.4717407686510927
2013,BROOKLYN,317,2748,3247.7777777777777778,,7.4841182913472070
2013,BROOKLYN,318,3307,3228.7500000000000000,3310.0000000000000000,5.0385432473444613
2013,BROOKLYN,355,4,,,5.2500000000000000
2013,BROOKLYN,356,3,,,5.3333333333333333
2013,BROOKLYN,,209,3241.7309941520467836,,5.8157894736842105
2013,MANHATTAN,101,535,3287.0000000000000000,,12.2940074906367041
2013,MANHATTAN,102,2063,3228.3846153846153846,2980.0000000000000000,27.4243902439024390
2013,MANHATTAN,103,2042,3210.1764705882352941,3024.5000000000000000,52.7524900398406375
2013,MANHATTAN,104,1481,,,12.2552329507089804
2013,MANHATTAN,105,899,3259.6666666666666667,,15.8872767857142857
2013,MANHATTAN,106,1067,3236.8333333333333333,2923.0000000000000000,13.2224316682375118
2013,MANHATTAN,107,1224,3159.3333333333333333,,11.0565110565110565
2013,MANHATTAN,108,1321,3163.0000000000000000,2923.0000000000000000,13.6009104704097117
2013,MANHATTAN,109,650,3233.8333333333333333,,15.2313664596273292
2013,MANHATTAN,110,1114,3094.0000000000000000,,15.2443845462713387
2013,MANHATTAN,111,948,3262.0000000000000000,,22.1339001062699256
2013,MANHATTAN,112,1437,3285.5000000000000000,,26.0792982456140351
2013,MANHATTAN,164,1,,,4.0000000000000000
2013,MANHATTAN,208,8,3394.0000000000000000,,28.8571428571428571
2013,MANHATTAN,,163,3234.2954545454545455,,3.8666666666666667
2013,QUEENS,401,2156,3176.1428571428571429,3142.1250000000000000,12.5564402810304450
2013,QUEENS,402,1353,3224.7027027027027027,3112.2222222222222222,16.2606382978723404
2013,QUEENS,403,2402,3291.0000000000000000,3074.3333333333333333,10.6973629133528673
2013,QUEENS,404,1318,3253.0000000000000000,3184.6000000000000000,13.4768518518518519
2013,QUEENS,405,2928,3233.2500000000000000,3174.4000000000000000,7.3223593964334705
2013,QUEENS,406,1119,3185.0000000000000000,,4.5801253357206804
2013,QUEENS,407,3685,3230.7808219178082192,3184.0000000000000000,11.8009413067552602
2013,QUEENS,408,2327,3219.4615384615384615,3113.6666666666666667,6.2852203975799481
2013,QUEENS,409,2766,3205.7692307692307692,3158.5000000000000000,9.5735561205957138
2013,QUEENS,410,2613,3167.2000000000000000,3081.5000000000000000,5.8623466257668712
2013,QUEENS,411,1700,3206.9166666666666667,3074.0000000000000000,6.8281990521327014
2013,QUEENS,412,6036,3273.1458333333333333,3236.4000000000000000,9.5709752839011356
2013,QUEENS,413,3056,3234.7500000000000000,3126.0000000000000000,6.7175622542595020
2013,QUEENS,414,1597,3332.8333333333333333,,5.2790697674418605
2013,QUEENS,480,2,,,21.0000000000000000
2013,QUEENS,481,1,,,6.0000000000000000
2013,QUEENS,482,3,,,1.6666666666666667
2013,QUEENS,484,3,,,2.6666666666666667
2013,QUEENS,,212,3247.7379679144385027,,1.6800000000000000
2013,STATEN ISLAND,501,4373,3298.1111111111111111,3037.0000000000000000,7.4580941446613088
2013,STATEN ISLAND,502,3207,3207.9090909090909091,3261.0000000000000000,6.7506257822277847
2013,STATEN ISLAND,503,3377,3179.5000000000000000,,5.3206763571640463
2013,STATEN ISLAND,595,4,,,3.7500000000000000
2013,STATEN ISLAND,,52,3231.5909090909090909,,16.5333333333333333
2013,Unspecified,,713,,,1.1570827489481066
2013,,,879,,,1.6609783845278726
2014,BRONX,201,1138,2859.5384615384615385,2737.3333333333333333,32.4494995450409463
2014,BRONX,202,624,2831.7500000000000000,2657.9090909090909091,34.2450331125827815
2014,BRONX,203,896,2803.7333333333333333,2704.5294117647058824,25.1316397228637413
2014,BRONX,204,1040,2827.1333333333333333,2730.0909090909090909,22.8772277227722772
2014,BRONX,205,760,2857.8500000000000000,2765.5000000000000000,22.4283783783783784
2014,BRONX,206,1109,2853.3783783783783784,2753.7391304347826087,24.6679104477611940
2014,BRONX,207,1278,2838.9500000000000000,2761.5185185185185185,25.9725363489499192
2014,BRONX,208,1056,2826.9677419354838710,2741.2857142857142857,16.0985365853658537
2014,BRONX,209,1952,2805.5555555555555556,2754.7777777777777778,17.6675324675324675
2014,BRONX,210,2952,2825.7333333333333333,2750.1176470588235294,17.8093771389459274
2014,BRONX,211,2136,2893.0652173913043478,2799.5294117647058824,17.6387559808612440
2014,BRONX,212,3288,2888.0312500000000000,2749.8571428571428571,13.5417690417690418
2014,BRONX,226,1,,,1.00000000000000000000
2014,BRONX,227,1,,,3.0000000000000000
2014,BRONX,228,1,,,3.0000000000000000
2014,BRONX,401,455,,,0.62197802197802197802
2014,BRONX,,264,2855.1623931623931624,2696.1428571428571429,54.3673469387755102
2014,BROOKLYN,301,4557,2816.1190476190476190,2766.0666666666666667,31.8104265402843602
2014,BROOKLYN,302,2297,2830.9473684210526316,2862.0000000000000000,18.7098214285714286
2014,BROOKLYN,303,3741,2838.4696969696969697,2700.2000000000000000,17.4944217687074830
2014,BROOKLYN,304,1905,2817.1250000000000000,2714.6666666666666667,19.2020202020202020
2014,BROOKLYN,305,3826,2837.7272727272727273,2807.0000000000000000,23.8716055892433430
2014,BROOKLYN,306,2386,2816.9743589743589744,2583.0000000000000000,15.0387729015764806
2014,BROOKLYN,307,2269,2827.9347826086956522,2707.2500000000000000,44.1097615834457940
2014,BROOKLYN,308,1798,2847.6052631578947368,2692.6666666666666667,14.3017045454545455
2014,BROOKLYN,309,1576,2913.2500000000000000,2923.0000000000000000,17.5109536082474227
2014,BROOKLYN,310,2524,2853.1666666666666667,2829.5000000000000000,24.2573471008737093
2014,BROOKLYN,311,3359,2873.4000000000000000,2733.0000000000000000,18.0532296650717703
2014,BROOKLYN,312,3743,2830.5333333333333333,2855.6000000000000000,19.9006194451925667
2014,BROOKLYN,313,1012,2832.2000000000000000,2726.0000000000000000,11.2115193644488580
2014,BROOKLYN,314,2915,2841.0000000000000000,2858.0000000000000000,12.5200831024930748
2014,BROOKLYN,315,3631,2831.0625000000000000,2831.0000000000000000,14.3056708160442600
2014,BROOKLYN,316,1363,2860.8125000000000000,2753.0000000000000000,22.7134372680029696
2014,BROOKLYN,317,3358,2838.2307692307692308,2671.6666666666666667,8.9147982062780269
2014,BROOKLYN,318,4162,2795.8571428571428571,2721.0000000000000000,7.0574267022049915
2014,BROOKLYN,355,3,,,4.3333333333333333
2014,BROOKLYN,356,2,,,6.5000000000000000
2014,BROOKLYN,,416,2836.7833333333333333,2699.0000000000000000,86.3238636363636364
2014,MANHATTAN,101,734,2854.0000000000000000,2833.8000000000000000,12.8608815426997245
2014,MANHATTAN,102,2091,2802.6500000000000000,2794.1250000000000000,20.3751846381093058
2014,MANHATTAN,103,2291,2861.6320754716981132,2811.8103448275862069,35.2842105263157895
2014,MANHATTAN,104,1923,2785.6000000000000000,2786.5000000000000000,7.7865821447437929
2014,MANHATTAN,105,982,2841.9444444444444444,2853.7500000000000000,11.2313278008298755
2014,MANHATTAN,106,1105,2833.6666666666666667,2776.0000000000000000,8.3894449499545041
2014,MANHATTAN,107,1552,2792.5714285714285714,,6.1907320349227670
2014,MANHATTAN,108,1594,2789.5416666666666667,2766.1428571428571429,13.9656050955414013
2014,MANHATTAN,109,899,2859.8888888888888889,2583.0000000000000000,16.2855504587155963
2014,MANHATTAN,110,1563,2820.5135135135135135,2716.4615384615384615,15.5117955439056356
2014,MANHATTAN,111,1071,2852.4705882352941176,2810.5000000000000000,22.1537001897533207
2014,MANHATTAN,112,1457,2772.6956521739130435,2720.1250000000000000,25.5432357043235704
2014,MANHATTAN,164,1,,,3.0000000000000000
2014,MANHATTAN,208,14,,,50.1428571428571429
2014,MANHATTAN,,313,2868.4725274725274725,2820.7500000000000000,54.3153153153153153
2014,QUEENS,401,3013,2847.7358490566037736,2801.2500000000000000,19.7320945945945946
2014,QUEENS,402,1852,2838.6862745098039216,2746.2500000000000000,24.8084397556912826
2014,QUEENS,403,2339,2808.8936170212765957,2820.4000000000000000,16.0122164048865620
2014,QUEENS,404,1714,2843.5238095238095238,2803.8666666666666667,18.4485645933014354
2014,QUEENS,405,3901,2804.9866666666666667,2833.0000000000000000,9.3810768426555149
2014,QUEENS,406,1419,2793.6666666666666667,2753.0000000000000000,9.1084939329050678
2014,QUEENS,407,4367,2909.5384615384615385,2865.8000000000000000,8.0609981515711645
2014,QUEENS,408,2708,2796.5806451612903226,,5.7840866641763168
2014,QUEENS,409,3130,2872.8500000000000000,2816.2222222222222222,13.1752411575562701
2014,QUEENS,410,2699,2854.7777777777777778,2733.0000000000000000,5.7925650557620818
2014,QUEENS,411,2048,2805.0000000000000000,2862.0000000000000000,6.2558939096267191
2014,QUEENS,412,5466,2854.4358974358974359,2753.0000000000000000,8.8651188501934771
2014,QUEENS,413,3560,2814.8285714285714286,2621.6666666666666667,9.5835460992907801
2014,QUEENS,414,1752,2869.6000000000000000,2835.5000000000000000,10.2026406429391504
2014,QUEENS,481,4,,,5.5000000000000000
2014,QUEENS,482,2,,,0.50000000000000000000
2014,QUEENS,484,2,,,3.0000000000000000
2014,QUEENS,,234,2887.2865853658536585,2826.0000000000000000,73.1857142857142857
2014,STATEN ISLAND,501,5427,2859.7894736842105263,2668.0000000000000000,6.0367973372781065
2014,STATEN ISLAND,502,3596,2859.3750000000000000,2583.0000000000000000,7.1606145251396648
2014,STATEN ISLAND,503,4026,2847.5000000000000000,,4.6047263681592040
2014,STATEN ISLAND,595,4,2813.0000000000000000,,1.3333333333333333
2014,STATEN ISLAND,,76,2854.3076923076923077,2641.0000000000000000,31.3000000000000000
2014,Unspecified,,202,,,1.0099009900990099
2014,,,325,,,1.3046153846153846
2015,BRONX,201,1000,2476.5238095238095238,2391.6250000000000000,12.8181818181818182
2015,BRONX,202,927,2442.9047619047619048,2329.7142857142857143,17.7108167770419426
2015,BRONX,203,1017,2540.7500000000000000,2583.0000000000000000,10.2734452122408687
2015,BRONX,204,1121,2459.7272727272727273,2392.8000000000000000,14.7486486486486486
2015,BRONX,205,819,2443.9285714285714286,2361.6666666666666667,15.5366459627329193
2015,BRONX,206,1163,2440.0000000000000000,2316.2500000000000000,9.0595854922279793
2015,BRONX,207,1203,2462.1333333333333333,2423.9090909090909091,13.6590909090909091
2015,BRONX,208,1013,2488.0000000000000000,2472.3333333333333333,8.1980099502487562
2015,BRONX,209,2335,2518.8750000000000000,2378.3333333333333333,8.9443725743855110
2015,BRONX,210,2394,2437.9285714285714286,2383.0000000000000000,4.8701680672268908
2015,BRONX,211,2070,2438.3076923076923077,2406.5000000000000000,7.7894992707826932
2015,BRONX,212,3546,2469.0000000000000000,2347.2222222222222222,8.2900481996030621
2015,BRONX,226,2,,,5.0000000000000000
2015,BRONX,227,2,,,22.5000000000000000
2015,BRONX,228,2,,,5.0000000000000000
2015,BRONX,401,727,,,0.50206327372764786795
2015,BRONX,,323,2479.1216216216216216,2346.0000000000000000,9.5582329317269076
2015,BROOKLYN,301,4790,2485.5609756097560976,2283.3000000000000000,18.6426718547341115
2015,BROOKLYN,302,2437,2511.7787610619469027,2377.9090909090909091,12.7444061962134251
2015,BROOKLYN,303,4477,2526.7777777777777778,2463.0000000000000000,11.7478300593878483
2015,BROOKLYN,304,2411,2476.5487804878048780,2404.2000000000000000,16.1159295835122370
2015,BROOKLYN,305,4802,2510.6896551724137931,2454.5555555555555556,16.8813237774030354
2015,BROOKLYN,306,3495,2549.1250000000000000,2383.1250000000000000,9.6170583115752829
2015,BROOKLYN,307,2626,2524.0697674418604651,2469.1739130434782609,33.7429345722028649
2015,BROOKLYN,308,2104,2458.3513513513513514,2398.1250000000000000,10.7774552491533624
2015,BROOKLYN,309,1460,2469.0769230769230769,2455.5000000000000000,7.6689702833448514
2015,BROOKLYN,310,2434,2492.5777777777777778,2561.0000000000000000,13.4106320636249477
2015,BROOKLYN,311,3130,2450.1923076923076923,2450.8571428571428571,9.3795103092783505
2015,BROOKLYN,312,3469,2477.5384615384615385,2431.3333333333333333,9.4730902777777778
2015,BROOKLYN,313,1132,2474.1428571428571429,2442.0000000000000000,8.7253333333333333
2015,BROOKLYN,314,2988,2485.4848484848484848,2391.5000000000000000,7.1820642978003384
2015,BROOKLYN,315,3774,2525.5892857142857143,2426.7500000000000000,1.2727272727272727
2015,BROOKLYN,316,1532,2482.2105263157894737,2337.5000000000000000,16.5049570389953734
2015,BROOKLYN,317,3311,2502.7407407407407407,2448.5000000000000000,4.3185140073081608
2015,BROOKLYN,318,5265,2501.9250000000000000,2376.0000000000000000,5.1169377990430622
2015,BROOKLYN,355,6,,,1.3333333333333333
2015,BROOKLYN,356,6,2362.0000000000000000,,3.4000000000000000
2015,BROOKLYN,,678,2533.4796747967479675,2398.2000000000000000,36.3587962962962963
2015,MANHATTAN,101,595,2439.4705882352941176,2358.1666666666666667,12.1038062283737024
2015,MANHATTAN,102,2135,2528.5789473684210526,2352.8750000000000000,13.0543953375424964
2015,MANHATTAN,103,2285,2481.3750000000000000,2366.7209302325581395,27.3278312700596057
2015,MANHATTAN,104,2116,2536.5277777777777778,2384.2857142857142857,8.1673189823874755
2015,MANHATTAN,105,1073,2529.0000000000000000,2449.5000000000000000,8.8833652007648184
2015,MANHATTAN,106,1161,2480.0000000000000000,2396.7142857142857143,9.0936395759717314
2015,MANHATTAN,107,1837,2531.3333333333333333,2378.6363636363636364,7.0984544934172868
2015,MANHATTAN,108,1785,2482.1489361702127660,2604.0000000000000000,5.4280782508630610
2015,MANHATTAN,109,801,2505.7600000000000000,2451.6666666666666667,19.4523195876288660
2015,MANHATTAN,110,1633,2492.8181818181818182,2416.6363636363636364,15.7833643699565487
2015,MANHATTAN,111,1195,2430.5813953488372093,2338.4210526315789474,11.9496527777777778
2015,MANHATTAN,112,1515,2504.9571428571428571,2411.1212121212121212,20.5155709342560554
2015,MANHATTAN,164,3,2382.0000000000000000,2349.0000000000000000,1.00000000000000000000
2015,MANHATTAN,208,17,,,21.7058823529411765
2015,MANHATTAN,,442,2459.7903225806451613,2369.1428571428571429,27.3815789473684211
2015,QUEENS,401,3016,2504.9604519774011299,2369.8571428571428571,16.8175413878126101
2015,QUEENS,402,1992,2533.8627450980392157,2471.5000000000000000,16.3905203503348789
2015,QUEENS,403,2141,2543.8095238095238095,2361.2500000000000000,12.2382109868740885
2015,QUEENS,404,2139,2528.0222222222222222,2419.7500000000000000,10.3347659980897803
2015,QUEENS,405,4036,2504.9553571428571429,2391.5000000000000000,-4.5865687303252886
2015,QUEENS,406,1842,2527.3250000000000000,2503.0000000000000000,5.1004540295119183
2015,QUEENS,407,5093,2503.0487804878048780,2386.3333333333333333,6.6557798891528108
2015,QUEENS,408,2962,2495.6666666666666667,2454.0000000000000000,4.7388643318599116
2015,QUEENS,409,3620,2514.5294117647058824,2416.5000000000000000,6.0666480758505298
2015,QUEENS,410,3248,2482.7500000000000000,,14.2280321782178218
2015,QUEENS,411,2282,2506.4375000000000000,2411.0000000000000000,5.4086496028243601
2015,QUEENS,412,6492,2517.6800000000000000,2454.0000000000000000,5.5625582117354859
2015,QUEENS,413,4478,2500.5925925925925926,2454.0000000000000000,5.2183778926084026
2015,QUEENS,414,1651,2483.1250000000000000,,6.0116207951070336
2015,QUEENS,481,5,2394.0000000000000000,2316.0000000000000000,19.2500000000000000
2015,QUEENS,482,4,,,1.7500000000000000
2015,QUEENS,484,1,,,3.0000000000000000
2015,QUEENS,,307,2501.8880597014925373,2384.0000000000000000,25.8901734104046243
2015,STATEN ISLAND,501,5943,2507.9375000000000000,2372.0000000000000000,4.5145942297958495
2015,STATEN ISLAND,502,3597,2581.9090909090909091,2491.5000000000000000,4.2361963190184049
2015,STATEN ISLAND,503,4768,2467.3684210526315789,2295.0000000000000000,3.1789850494841019
2015,STATEN ISLAND,595,9,,,1.8888888888888889
2015,STATEN ISLAND,,99,2508.4705882352941176,2340.0000000000000000,14.5487804878048780
2015,Unspecified,,4,,,0.50000000000000000000
2015,,,395,,,1.0379746835443038
2016,BRONX,201,1218,2137.8888888888888889,1881.0000000000000000,33.8742762613730356
2016,BRONX,202,901,2136.7368421052631579,2064.0000000000000000,22.8910776361529548
2016,BRONX,203,1062,2189.8000000000000000,,14.0113528855250710
2016,BRONX,204,1119,2074.0000000000000000,1881.0000000000000000,19.3476702508960573
2016,BRONX,205,854,2094.7500000000000000,1929.8000000000000000,29.5890736342042755
2016,BRONX,206,1434,2118.4705882352941176,1881.0000000000000000,15.5899788285109386
2016,BRONX,207,1100,2144.1428571428571429,2126.3333333333333333,20.0686184812442818
2016,BRONX,208,924,2199.0000000000000000,2232.0000000000000000,15.4291938997821351
2016,BRONX,209,2275,2062.0833333333333333,1881.0000000000000000,8.2328767123287671
2016,BRONX,210,2257,2218.0000000000000000,,8.0851818988464951
2016,BRONX,211,1977,2187.4545454545454545,2047.0000000000000000,8.2187182095625636
2016,BRONX,212,3299,2056.2000000000000000,1881.0000000000000000,7.1325630890848282
2016,BRONX,226,6,,,4.5000000000000000
2016,BRONX,227,4,,,3.0000000000000000
2016,BRONX,228,3,,,4.6666666666666667
2016,BRONX,401,957,,,0.83072100313479623824
2016,BRONX,,218,2077.0535714285714286,1881.0000000000000000,38.7283950617283951
2016,BROOKLYN,301,5133,2167.6315789473684211,2083.3333333333333333,26.8594028079889262
2016,BROOKLYN,302,2268,2122.6250000000000000,2035.0000000000000000,13.2420071047957371
2016,BROOKLYN,303,4734,2103.0000000000000000,1991.8666666666666667,11.3018908009347780
